year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2019,TEXAS,TX,2019-04-28,17,12.0,55.0,30.0,3.0,0.0
2019,TEXAS,TX,2019-05-05,18,12.0,54.0,31.0,2.0,1.0
2019,TEXAS,TX,2019-05-12,19,21.0,49.0,24.0,4.0,2.0
2019,TEXAS,TX,2019-05-19,20,22.0,53.0,22.0,1.0,2.0
2019,TEXAS,TX,2019-05-26,21,17.0,58.0,21.0,2.0,2.0
2019,TEXAS,TX,2019-06-02,22,17.0,60.0,20.0,1.0,2.0
2019,TEXAS,TX,2019-06-09,23,16.0,58.0,21.0,3.0,2.0
2019,TEXAS,TX,2019-06-16,24,9.0,58.0,27.0,4.0,2.0
2019,TEXAS,TX,2019-06-23,25,14.0,57.0,25.0,3.0,1.0
2019,TEXAS,TX,2019-06-30,26,13.0,56.0,28.0,2.0,1.0
2019,TEXAS,TX,2019-07-07,27,15.0,52.0,29.0,3.0,1.0
2019,TEXAS,TX,2019-07-14,28,19.0,51.0,27.0,2.0,1.0
2019,TEXAS,TX,2019-07-21,29,18.0,50.0,29.0,3.0,0.0
2019,TEXAS,TX,2019-07-28,30,17.0,52.0,27.0,3.0,1.0
2019,TEXAS,TX,2019-08-04,31,13.0,50.0,33.0,3.0,1.0
2019,TEXAS,TX,2019-08-11,32,13.0,43.0,37.0,6.0,1.0
2019,TEXAS,TX,2019-08-18,33,10.0,42.0,38.0,8.0,2.0
2019,TEXAS,TX,2019-08-25,34,8.0,46.0,39.0,6.0,1.0
2019,TEXAS,TX,2019-09-01,35,11.0,45.0,36.0,7.0,1.0
2019,TEXAS,TX,2019-09-08,36,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-09-15,37,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-09-22,38,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-09-29,39,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-10-06,40,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-10-13,41,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-10-20,42,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-10-27,43,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-11-03,44,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-11-10,45,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-11-17,46,11.0,41.0,38.0,9.0,1.0
2019,TEXAS,TX,2019-11-24,47,11.0,41.0,38.0,9.0,1.0
