year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2019,NEBRASKA,NE,2019-06-02,22,7.0,67.0,23.0,2.0,1.0
2019,NEBRASKA,NE,2019-06-09,23,8.0,69.0,19.0,3.0,1.0
2019,NEBRASKA,NE,2019-06-16,24,9.0,68.0,19.0,3.0,1.0
2019,NEBRASKA,NE,2019-06-23,25,11.0,66.0,19.0,3.0,1.0
2019,NEBRASKA,NE,2019-06-30,26,10.0,64.0,21.0,4.0,1.0
2019,NEBRASKA,NE,2019-07-07,27,13.0,63.0,20.0,4.0,0.0
2019,NEBRASKA,NE,2019-07-14,28,13.0,63.0,19.0,4.0,1.0
2019,NEBRASKA,NE,2019-07-21,29,15.0,62.0,18.0,4.0,1.0
2019,NEBRASKA,NE,2019-07-28,30,15.0,60.0,20.0,4.0,1.0
2019,NEBRASKA,NE,2019-08-04,31,13.0,58.0,23.0,5.0,1.0
2019,NEBRASKA,NE,2019-08-11,32,15.0,60.0,20.0,4.0,1.0
2019,NEBRASKA,NE,2019-08-18,33,15.0,59.0,19.0,6.0,1.0
2019,NEBRASKA,NE,2019-08-25,34,17.0,57.0,19.0,5.0,2.0
2019,NEBRASKA,NE,2019-09-01,35,21.0,56.0,17.0,5.0,1.0
2019,NEBRASKA,NE,2019-09-08,36,15.0,58.0,20.0,5.0,2.0
2019,NEBRASKA,NE,2019-09-15,37,17.0,54.0,21.0,6.0,2.0
2019,NEBRASKA,NE,2019-09-22,38,16.0,55.0,20.0,6.0,3.0
2019,NEBRASKA,NE,2019-09-29,39,17.0,56.0,20.0,5.0,2.0
2019,NEBRASKA,NE,2019-10-06,40,17.0,56.0,20.0,5.0,2.0
2019,NEBRASKA,NE,2019-10-13,41,20.0,51.0,20.0,6.0,3.0
2019,NEBRASKA,NE,2019-10-20,42,19.0,56.0,18.0,5.0,2.0
2019,NEBRASKA,NE,2019-10-27,43,16.0,56.0,20.0,6.0,2.0
2019,NEBRASKA,NE,2019-11-03,44,17.0,56.0,19.0,6.0,2.0
