STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
CO,2017-01-01,-4.241666666666666,0.3823472356935014,69.84586038491939,-10.237853107344632,1.726,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2017-01-02,-3.5853868194842407,0.6496618357487922,69.34525856748304,-8.832122905027934,1.579202279202279,20.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
CO,2017-01-03,-5.633475783475784,1.3904805914972274,75.43573580074182,-10.468715083798884,-0.8390313390313391,22.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
CO,2017-01-04,-6.564326647564469,2.763611111111111,80.1278044869338,-11.328450704225352,-1.845142857142857,24.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0
CO,2017-01-05,-10.222017045454546,8.569121561668146,80.62782445940917,-16.074094707520892,-4.536901408450704,28.0,6.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0
CO,2017-01-06,-16.083806818181817,3.853558394160584,73.76504636147229,-23.061904761904763,-9.173521126760564,21.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0
CO,2017-01-07,-13.426836158192092,0.6007759456838021,66.04657429783494,-21.62465373961219,-5.211299435028248,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
CO,2017-01-08,-5.8481741573033705,1.7527184466019416,72.73333653169445,-12.24066852367688,0.5675070028011204,10.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
CO,2017-01-09,-0.3948179271708683,4.185402843601896,73.23404183403558,-5.824517906336089,5.026610644257703,13.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,9.0
CO,2017-01-10,-0.7349295774647887,3.6096065873742,63.3883131488802,-5.530555555555556,4.022471910112359,7.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,9.0
CO,2017-01-11,-0.6782051282051281,1.639179104477612,61.79222302424267,-4.942061281337048,3.495726495726496,7.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0
CO,2017-01-12,-2.2,1.7129680365296804,73.8830162938406,-7.323876404494382,2.878409090909091,11.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0
CO,2017-01-13,-2.306142857142857,0.9656744186046512,80.07956089109382,-6.829329608938548,2.2051282051282053,21.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
CO,2017-01-14,-2.106073446327684,0.8810993249758919,80.42063165565389,-6.809497206703911,2.551966292134832,24.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
CO,2017-01-15,-2.021590909090909,0.8974683544303796,86.26792111823967,-6.419607843137255,2.352691218130312,30.0,7.0,1.0,3.0,1.0,5.0,0.0,7.0,0.0,0.0
CO,2017-01-16,-3.2107449856733523,4.314193548387096,86.53062538198061,-6.610955056179775,0.0882857142857142,29.0,3.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0
CO,2017-01-17,-4.101540616246498,1.6333971291866027,80.73667101649585,-9.814958448753462,1.5784313725490196,27.0,8.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
CO,2017-01-18,-3.841477272727273,0.0692090395480226,69.79349015741242,-11.019607843137257,3.278813559322034,15.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CO,2017-01-19,-3.047457627118644,0.281731684110371,66.90620875823076,-10.153055555555556,4.005070422535211,19.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2017-01-20,-3.564664804469274,1.7164662349676223,79.048254784626,-8.685911602209945,1.5030555555555556,29.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
