STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
TX,2017-01-01,13.775442477876108,2.110245656081486,77.78757556660315,7.422345132743363,20.16791208791209,80.0,21.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
TX,2017-01-02,14.948237885462555,6.806160382368561,74.6337491191755,8.229735682819383,21.704366812227075,82.0,17.0,83.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,3.0
TX,2017-01-03,12.88232104121475,2.225515151515152,65.33936827216476,5.159869848156182,20.60477223427332,27.0,9.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
TX,2017-01-04,7.973333333333333,0.0183446571957998,65.43943707622036,1.553548387096774,14.393118279569892,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
TX,2017-01-05,5.750539956803456,0.0263641937461679,74.22485928539308,0.152267818574514,11.36451612903226,38.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
TX,2017-01-06,0.7132743362831858,0.2496323529411764,71.55289592920869,-5.240265486725663,6.666814159292036,28.0,1.0,4.0,8.0,0.0,6.0,0.0,13.0,1.0,0.0,1.0
TX,2017-01-07,-3.399017467248908,0.4600855745721271,62.43560725586845,-9.567248908296945,2.7485838779956424,2.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
TX,2017-01-08,0.2663398692810457,0.0091193004372267,54.93729653543048,-7.682788671023966,8.195444685466377,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
TX,2017-01-09,7.46439393939394,0.0091805298829328,64.32946268356791,-1.215151515151515,16.129310344827587,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
TX,2017-01-10,15.3396288209607,0.0144254278728606,66.10065346269405,7.573799126637555,23.11478260869565,14.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
TX,2017-01-11,18.175913978494624,0.0146551724137931,68.88004612273254,11.254721030042916,25.09145299145299,26.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TX,2017-01-12,18.22462526766596,0.0156479217603912,72.71592618566754,11.321413276231263,25.121321961620467,28.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
TX,2017-01-13,15.225483870967745,1.080639534883721,78.4519943094643,9.88236559139785,20.567381974248928,74.0,6.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0
TX,2017-01-14,11.875660792951544,3.1847285067873305,89.81823526546812,8.301528384279475,15.394933920704846,134.0,38.0,15.0,0.0,1.0,8.0,0.0,15.0,0.0,0.0,0.0
