STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
IA,2013-01-01,-18.7593984962406,-12.922692307692309,-7.046153846153846,0.03828125,70.56767161731985,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2013-01-02,-17.464492753623187,-11.890808823529412,-6.293382352941176,0.0034090909090909,76.75771099140287,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IA,2013-01-03,-13.653623188405795,-7.593115942028985,-1.5338129496402877,0.0122137404580152,78.60907293956797,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IA,2013-01-04,-13.109558823529412,-8.606985294117647,-4.131386861313868,0.0114503816793893,76.2646250156933,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2013-01-05,-11.425185185185184,-5.58037037037037,0.2705882352941177,0.012109375,81.1373969416472,9.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
IA,2013-01-06,-11.845185185185183,-5.868148148148149,0.1088888888888888,0.00859375,75.60142497309529,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IA,2013-01-07,-10.98642857142857,-5.408571428571429,0.1692857142857143,0.0019011406844106,71.95468824042814,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
IA,2013-01-08,-8.10354609929078,-1.925531914893617,4.252482269503546,0.0,79.35600187539366,12.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
IA,2013-01-09,-5.830496453900709,-0.3734042553191489,5.083687943262411,0.0,76.44926885030998,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2013-01-10,-4.346808510638298,0.6421985815602836,5.631205673758865,0.5805343511450382,76.08433219290337,21.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0
IA,2013-01-11,-0.9292857142857144,2.3154676258992803,5.546762589928058,3.631541218637993,94.1378258764303,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
IA,2013-01-12,-7.2,0.4733576642335766,8.146715328467153,0.0503937007874015,73.85363978030355,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
IA,2013-01-13,-14.006716417910448,-9.655263157894735,-5.311278195488722,0.1948818897637795,67.5134483081344,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
IA,2013-01-14,-15.2,-10.972058823529412,-6.736764705882353,0.0,68.5016176478408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2013-01-15,-14.09136690647482,-8.147841726618704,-2.20431654676259,0.0,65.6818691168603,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
