year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2006,INDIANA,IN,2006-05-21,20,3.0,43.0,40.0,12.0,2.0
2006,INDIANA,IN,2006-05-28,21,6.0,47.0,35.0,9.0,3.0
2006,INDIANA,IN,2006-06-04,22,7.0,45.0,33.0,12.0,3.0
2006,INDIANA,IN,2006-06-11,23,8.0,45.0,33.0,11.0,3.0
2006,INDIANA,IN,2006-06-18,24,8.0,48.0,32.0,9.0,3.0
2006,INDIANA,IN,2006-06-25,25,10.0,47.0,31.0,10.0,2.0
2006,INDIANA,IN,2006-07-02,26,9.0,50.0,29.0,10.0,2.0
2006,INDIANA,IN,2006-07-09,27,12.0,48.0,29.0,8.0,3.0
2006,INDIANA,IN,2006-07-16,28,12.0,53.0,28.0,6.0,1.0
2006,INDIANA,IN,2006-07-23,29,16.0,50.0,25.0,7.0,2.0
2006,INDIANA,IN,2006-07-30,30,17.0,50.0,24.0,7.0,2.0
2006,INDIANA,IN,2006-08-06,31,15.0,53.0,23.0,7.0,2.0
2006,INDIANA,IN,2006-08-13,32,18.0,54.0,20.0,6.0,2.0
2006,INDIANA,IN,2006-08-20,33,20.0,52.0,21.0,5.0,2.0
2006,INDIANA,IN,2006-08-27,34,21.0,52.0,20.0,5.0,2.0
2006,INDIANA,IN,2006-09-03,35,22.0,49.0,21.0,6.0,2.0
2006,INDIANA,IN,2006-09-10,36,21.0,52.0,20.0,5.0,2.0
2006,INDIANA,IN,2006-09-17,37,21.0,50.0,21.0,6.0,2.0
2006,INDIANA,IN,2006-09-24,38,20.0,53.0,21.0,5.0,1.0
2006,INDIANA,IN,2006-10-01,39,19.0,54.0,20.0,5.0,2.0
2006,INDIANA,IN,2006-10-08,40,19.0,53.0,20.0,6.0,2.0
2006,INDIANA,IN,2006-10-15,41,18.0,54.0,20.0,6.0,2.0
2006,INDIANA,IN,2006-10-22,42,20.0,52.0,20.0,6.0,2.0
