year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2006,IOWA,IA,2006-05-21,20,12.0,56.0,28.0,3.0,1.0
2006,IOWA,IA,2006-05-28,21,19.0,59.0,20.0,2.0,0.0
2006,IOWA,IA,2006-06-04,22,26.0,56.0,16.0,2.0,0.0
2006,IOWA,IA,2006-06-11,23,22.0,57.0,18.0,3.0,0.0
2006,IOWA,IA,2006-06-18,24,21.0,53.0,20.0,5.0,1.0
2006,IOWA,IA,2006-06-25,25,24.0,54.0,18.0,3.0,1.0
2006,IOWA,IA,2006-07-02,26,25.0,52.0,18.0,4.0,1.0
2006,IOWA,IA,2006-07-09,27,22.0,46.0,23.0,7.0,2.0
2006,IOWA,IA,2006-07-16,28,17.0,51.0,23.0,6.0,3.0
2006,IOWA,IA,2006-07-23,29,19.0,43.0,26.0,9.0,3.0
2006,IOWA,IA,2006-07-30,30,15.0,42.0,26.0,12.0,5.0
2006,IOWA,IA,2006-08-06,31,18.0,41.0,25.0,11.0,5.0
2006,IOWA,IA,2006-08-13,32,18.0,46.0,24.0,9.0,3.0
2006,IOWA,IA,2006-08-20,33,21.0,44.0,24.0,8.0,3.0
2006,IOWA,IA,2006-08-27,34,20.0,45.0,24.0,8.0,3.0
2006,IOWA,IA,2006-09-03,35,20.0,45.0,24.0,8.0,3.0
2006,IOWA,IA,2006-09-10,36,20.0,45.0,24.0,8.0,3.0
2006,IOWA,IA,2006-09-17,37,21.0,46.0,23.0,7.0,3.0
2006,IOWA,IA,2006-09-24,38,20.0,46.0,23.0,8.0,3.0
2006,IOWA,IA,2006-10-01,39,22.0,47.0,21.0,7.0,3.0
2006,IOWA,IA,2006-10-08,40,23.0,47.0,21.0,6.0,3.0
2006,IOWA,IA,2006-10-15,41,20.0,49.0,22.0,6.0,3.0
2006,IOWA,IA,2006-10-22,42,23.0,50.0,20.0,5.0,2.0
