year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2022,SOUTH DAKOTA,SD,2022-06-05,22,6.0,61.0,30.0,3.0,0.0
2022,SOUTH DAKOTA,SD,2022-06-12,23,8.0,68.0,22.0,2.0,0.0
2022,SOUTH DAKOTA,SD,2022-06-19,24,11.0,68.0,19.0,2.0,0.0
2022,SOUTH DAKOTA,SD,2022-06-26,25,13.0,62.0,23.0,2.0,0.0
2022,SOUTH DAKOTA,SD,2022-07-03,26,10.0,65.0,22.0,2.0,1.0
2022,SOUTH DAKOTA,SD,2022-07-10,27,18.0,56.0,21.0,4.0,1.0
2022,SOUTH DAKOTA,SD,2022-07-17,28,11.0,57.0,23.0,8.0,1.0
2022,SOUTH DAKOTA,SD,2022-07-24,29,13.0,52.0,25.0,8.0,2.0
2022,SOUTH DAKOTA,SD,2022-07-31,30,11.0,54.0,24.0,8.0,3.0
2022,SOUTH DAKOTA,SD,2022-08-07,31,10.0,49.0,23.0,13.0,5.0
2022,SOUTH DAKOTA,SD,2022-08-14,32,9.0,41.0,29.0,14.0,7.0
2022,SOUTH DAKOTA,SD,2022-08-21,33,7.0,41.0,30.0,15.0,7.0
2022,SOUTH DAKOTA,SD,2022-08-28,34,8.0,43.0,26.0,14.0,9.0
2022,SOUTH DAKOTA,SD,2022-09-04,35,6.0,42.0,29.0,14.0,9.0
2022,SOUTH DAKOTA,SD,2022-09-11,36,6.0,37.0,30.0,15.0,12.0
2022,SOUTH DAKOTA,SD,2022-09-18,37,4.0,35.0,30.0,18.0,13.0
2022,SOUTH DAKOTA,SD,2022-09-25,38,5.0,34.0,31.0,18.0,12.0
2022,SOUTH DAKOTA,SD,2022-10-02,39,4.0,34.0,31.0,21.0,10.0
2022,SOUTH DAKOTA,SD,2022-10-09,40,5.0,34.0,28.0,20.0,13.0
2022,SOUTH DAKOTA,SD,2022-10-16,41,4.0,35.0,30.0,18.0,13.0
2022,SOUTH DAKOTA,SD,2022-10-23,42,3.0,34.0,31.0,17.0,15.0
