year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2022,OHIO,OH,2022-06-05,22,17.0,53.0,24.0,5.0,1.0
2022,OHIO,OH,2022-06-12,23,16.0,50.0,25.0,7.0,2.0
2022,OHIO,OH,2022-06-19,24,11.0,47.0,30.0,9.0,3.0
2022,OHIO,OH,2022-06-26,25,11.0,38.0,35.0,12.0,4.0
2022,OHIO,OH,2022-07-03,26,8.0,41.0,35.0,12.0,4.0
2022,OHIO,OH,2022-07-10,27,9.0,43.0,35.0,9.0,4.0
2022,OHIO,OH,2022-07-17,28,8.0,41.0,38.0,10.0,3.0
2022,OHIO,OH,2022-07-24,29,10.0,45.0,33.0,9.0,3.0
2022,OHIO,OH,2022-07-31,30,10.0,46.0,32.0,9.0,3.0
2022,OHIO,OH,2022-08-07,31,8.0,51.0,28.0,10.0,3.0
2022,OHIO,OH,2022-08-14,32,10.0,48.0,28.0,11.0,3.0
2022,OHIO,OH,2022-08-21,33,10.0,50.0,25.0,11.0,4.0
2022,OHIO,OH,2022-08-28,34,10.0,48.0,27.0,10.0,5.0
2022,OHIO,OH,2022-09-04,35,7.0,51.0,27.0,10.0,5.0
2022,OHIO,OH,2022-09-11,36,8.0,54.0,25.0,9.0,4.0
2022,OHIO,OH,2022-09-18,37,10.0,49.0,26.0,10.0,5.0
2022,OHIO,OH,2022-09-25,38,11.0,49.0,24.0,11.0,5.0
2022,OHIO,OH,2022-10-02,39,9.0,55.0,23.0,9.0,4.0
2022,OHIO,OH,2022-10-09,40,11.0,54.0,23.0,8.0,4.0
2022,OHIO,OH,2022-10-16,41,12.0,50.0,25.0,9.0,4.0
2022,OHIO,OH,2022-10-23,42,12.0,48.0,27.0,10.0,3.0
2022,OHIO,OH,2022-10-30,43,10.0,51.0,28.0,9.0,2.0
