year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2009,ILLINOIS,IL,2009-05-31,22,9.0,45.0,38.0,6.0,2.0
2009,ILLINOIS,IL,2009-06-07,23,8.0,49.0,36.0,6.0,1.0
2009,ILLINOIS,IL,2009-06-14,24,7.0,48.0,34.0,8.0,3.0
2009,ILLINOIS,IL,2009-06-21,25,8.0,43.0,35.0,11.0,3.0
2009,ILLINOIS,IL,2009-06-28,26,12.0,46.0,31.0,8.0,3.0
2009,ILLINOIS,IL,2009-07-05,27,9.0,48.0,31.0,9.0,3.0
2009,ILLINOIS,IL,2009-07-12,28,12.0,48.0,28.0,9.0,3.0
2009,ILLINOIS,IL,2009-07-19,29,12.0,48.0,28.0,8.0,4.0
2009,ILLINOIS,IL,2009-07-26,30,13.0,49.0,27.0,8.0,3.0
2009,ILLINOIS,IL,2009-08-02,31,12.0,48.0,29.0,8.0,3.0
2009,ILLINOIS,IL,2009-08-09,32,14.0,49.0,27.0,8.0,2.0
2009,ILLINOIS,IL,2009-08-16,33,13.0,49.0,28.0,8.0,2.0
2009,ILLINOIS,IL,2009-08-23,34,13.0,48.0,29.0,8.0,2.0
2009,ILLINOIS,IL,2009-08-30,35,15.0,47.0,27.0,9.0,2.0
2009,ILLINOIS,IL,2009-09-06,36,12.0,52.0,27.0,8.0,1.0
2009,ILLINOIS,IL,2009-09-13,37,14.0,50.0,27.0,7.0,2.0
2009,ILLINOIS,IL,2009-09-20,38,13.0,49.0,29.0,7.0,2.0
2009,ILLINOIS,IL,2009-09-27,39,12.0,49.0,29.0,8.0,2.0
2009,ILLINOIS,IL,2009-10-04,40,16.0,49.0,26.0,7.0,2.0
2009,ILLINOIS,IL,2009-10-11,41,13.0,52.0,28.0,6.0,1.0
2009,ILLINOIS,IL,2009-10-18,42,14.0,52.0,25.0,7.0,2.0
2009,ILLINOIS,IL,2009-10-25,43,13.0,50.0,28.0,7.0,2.0
2009,ILLINOIS,IL,2009-11-01,44,12.0,50.0,30.0,7.0,1.0
2009,ILLINOIS,IL,2009-11-08,45,16.0,49.0,26.0,8.0,1.0
2009,ILLINOIS,IL,2009-11-15,46,12.0,50.0,29.0,7.0,2.0
