year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2023,NORTH DAKOTA,ND,2023-05-28,21,4.0,68.0,28.0,0.0,0.0
2023,NORTH DAKOTA,ND,2023-06-04,22,6.0,72.0,22.0,0.0,0.0
2023,NORTH DAKOTA,ND,2023-06-11,23,7.0,70.0,22.0,1.0,0.0
2023,NORTH DAKOTA,ND,2023-06-18,24,3.0,60.0,32.0,4.0,1.0
2023,NORTH DAKOTA,ND,2023-06-25,25,4.0,61.0,30.0,4.0,1.0
2023,NORTH DAKOTA,ND,2023-07-02,26,3.0,59.0,32.0,5.0,1.0
2023,NORTH DAKOTA,ND,2023-07-09,27,5.0,62.0,27.0,5.0,1.0
2023,NORTH DAKOTA,ND,2023-07-16,28,5.0,61.0,29.0,4.0,1.0
2023,NORTH DAKOTA,ND,2023-07-23,29,4.0,61.0,29.0,5.0,1.0
2023,NORTH DAKOTA,ND,2023-07-30,30,3.0,54.0,34.0,7.0,2.0
2023,NORTH DAKOTA,ND,2023-08-06,31,5.0,56.0,31.0,7.0,1.0
2023,NORTH DAKOTA,ND,2023-08-13,32,8.0,55.0,30.0,6.0,1.0
2023,NORTH DAKOTA,ND,2023-08-20,33,8.0,52.0,29.0,9.0,2.0
2023,NORTH DAKOTA,ND,2023-08-27,34,7.0,52.0,30.0,9.0,2.0
2023,NORTH DAKOTA,ND,2023-09-03,35,8.0,56.0,28.0,7.0,1.0
2023,NORTH DAKOTA,ND,2023-09-10,36,8.0,58.0,25.0,7.0,2.0
2023,NORTH DAKOTA,ND,2023-09-17,37,7.0,55.0,30.0,7.0,1.0
2023,NORTH DAKOTA,ND,2023-09-24,38,7.0,54.0,28.0,9.0,2.0
2023,NORTH DAKOTA,ND,2023-10-01,39,7.0,58.0,27.0,7.0,1.0
2023,NORTH DAKOTA,ND,2023-10-08,40,7.0,57.0,28.0,7.0,1.0
2023,NORTH DAKOTA,ND,2023-10-15,41,6.0,58.0,27.0,7.0,2.0
2023,NORTH DAKOTA,ND,2023-10-22,42,4.0,54.0,30.0,9.0,3.0
