year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2023,TEXAS,TX,2023-04-23,16,19.0,55.0,12.0,13.0,1.0
2023,TEXAS,TX,2023-04-30,17,22.0,50.0,14.0,13.0,1.0
2023,TEXAS,TX,2023-05-07,18,17.0,43.0,23.0,16.0,1.0
2023,TEXAS,TX,2023-05-14,19,18.0,54.0,25.0,3.0,0.0
2023,TEXAS,TX,2023-05-21,20,24.0,48.0,23.0,4.0,1.0
2023,TEXAS,TX,2023-05-28,21,30.0,45.0,21.0,4.0,0.0
2023,TEXAS,TX,2023-06-04,22,23.0,50.0,23.0,4.0,0.0
2023,TEXAS,TX,2023-06-11,23,25.0,52.0,20.0,3.0,0.0
2023,TEXAS,TX,2023-06-18,24,20.0,50.0,25.0,5.0,0.0
2023,TEXAS,TX,2023-06-25,25,16.0,47.0,29.0,7.0,1.0
2023,TEXAS,TX,2023-07-02,26,13.0,54.0,25.0,6.0,2.0
2023,TEXAS,TX,2023-07-09,27,13.0,51.0,26.0,7.0,3.0
2023,TEXAS,TX,2023-07-16,28,12.0,49.0,26.0,11.0,2.0
2023,TEXAS,TX,2023-07-23,29,19.0,51.0,25.0,4.0,1.0
2023,TEXAS,TX,2023-07-30,30,11.0,50.0,29.0,7.0,3.0
2023,TEXAS,TX,2023-08-06,31,13.0,49.0,28.0,7.0,3.0
2023,TEXAS,TX,2023-08-13,32,13.0,43.0,30.0,7.0,7.0
2023,TEXAS,TX,2023-08-20,33,13.0,41.0,27.0,11.0,8.0
2023,TEXAS,TX,2023-08-27,34,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-09-03,35,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-09-10,36,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-09-17,37,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-09-24,38,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-10-01,39,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-10-08,40,12.0,37.0,27.0,15.0,9.0
2023,TEXAS,TX,2023-10-15,41,12.0,37.0,27.0,15.0,9.0
