STATE,DATE,TAVG,TMIN,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
ND,2022-01-01,-27.97025316455696,-32.281012658227844,-23.659493670886075,0.0023809523809523,71.39167012435283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2022-01-02,-22.073417721518982,-29.468354430379748,-14.495,0.0,74.71947173304393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2022-01-03,-13.689506172839504,-20.619753086419752,-6.75925925925926,0.0299212598425196,82.1741016386063,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ND,2022-01-04,-14.888271604938272,-18.976543209876542,-10.8,0.4625954198473282,85.2733638171593,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
ND,2022-01-05,-20.798765432098765,-25.153086419753087,-16.444444444444443,2.636923076923077,79.40805298089181,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
ND,2022-01-06,-27.030379746835443,-31.840506329113925,-22.22025316455696,0.0736434108527131,71.7246234447221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
ND,2022-01-07,-24.00448717948718,-31.174358974358974,-16.834615384615383,0.1465116279069767,77.2058298356471,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0
ND,2022-01-08,-15.711392405063291,-24.84556962025317,-6.577215189873418,0.4652892561983471,81.35332716310481,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0
ND,2022-01-09,-19.744303797468355,-25.49746835443037,-13.991139240506328,0.0484375,70.05515684103926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ND,2022-01-10,-18.553125,-24.19875,-12.9075,0.1023076923076923,70.46687759862404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ND,2022-01-11,-8.616455696202532,-16.563291139240505,-0.6696202531645571,0.0038461538461538,76.41512912693572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ND,2022-01-12,-2.4425925925925926,-7.283950617283951,2.3987654320987657,0.0137404580152671,85.76025606718586,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ND,2022-01-13,-3.488414634146342,-7.916867469879518,0.921951219512195,0.2968253968253968,91.77632061337115,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ND,2022-01-14,-8.229761904761904,-12.981176470588236,-3.495238095238096,3.2679389312977096,89.5805022111708,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
ND,2022-01-15,-9.067469879518072,-14.0710843373494,-4.063855421686747,0.3121212121212121,89.0682298906228,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ND,2022-01-16,-3.7185185185185183,-8.904938271604937,1.4679012345679012,0.0255813953488372,86.77814000158234,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ND,2022-01-17,-2.569277108433735,-6.67710843373494,1.53855421686747,0.0364341085271317,90.54390818617834,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
ND,2022-01-18,-6.225,-13.845238095238097,1.3952380952380952,0.1873015873015873,87.46402183774102,6.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,1.0
ND,2022-01-19,-18.02590361445783,-26.15542168674699,-9.896385542168677,0.056060606060606,74.34389950181973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0
ND,2022-01-20,-22.19506172839506,-29.04390243902439,-15.46829268292683,0.073076923076923,74.02381674344062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2022-01-21,-11.848170731707317,-21.80243902439024,-1.8939024390243904,0.6354330708661418,81.65205104532276,6.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0
ND,2022-01-22,-10.535185185185185,-18.776543209876543,-2.2938271604938274,0.7372881355932204,81.82393373069208,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
ND,2022-01-23,-11.884756097560976,-20.140243902439025,-3.629268292682927,1.603361344537815,86.34319038946266,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ND,2022-01-24,-12.321341463414637,-21.284146341463416,-3.465060240963856,1.0693548387096774,85.0574378889096,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
ND,2022-01-25,-20.734567901234566,-27.256790123456792,-14.212345679012346,0.0795275590551181,74.15286203952637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ND,2022-01-26,-12.90609756097561,-22.31341463414634,-3.498780487804878,0.0351145038167938,81.1371121577405,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0
ND,2022-01-27,-7.288414634146341,-14.181707317073172,-0.3951219512195121,0.2049586776859504,83.37827650235906,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
ND,2022-01-28,-11.211309523809524,-17.03214285714286,-5.390476190476191,0.0376,85.34692301451058,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2022-01-29,-7.456626506024096,-12.849397590361448,-2.063855421686747,0.0062992125984251,80.7764864879714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ND,2022-01-30,-6.784756097560976,-12.497560975609757,-1.071951219512195,0.0023809523809523,86.26806187730806,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ND,2022-01-31,-5.523493975903614,-11.251807228915665,0.2048192771084337,0.2884615384615384,87.07645245820993,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0
ND,2022-02-01,-10.845569620253164,-19.512345679012345,-2.19125,1.058267716535433,80.35635529382986,4.0,3.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,3.0
ND,2022-02-02,-21.79329268292683,-26.871951219512194,-16.714634146341464,0.0785714285714285,72.66719471050175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ND,2022-02-03,-22.77058823529412,-29.58470588235294,-15.956470588235293,0.01484375,75.54884625216387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ND,2022-02-04,-19.684302325581395,-27.429069767441863,-11.93953488372093,0.0852713178294573,74.81975117996598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ND,2022-02-05,-11.948170731707316,-20.53048780487805,-3.23132530120482,0.4896,79.18187056118998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
ND,2022-02-06,-7.58855421686747,-13.720481927710845,-1.4566265060240964,0.4873015873015873,82.44815402769171,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ND,2022-02-07,-5.461904761904762,-11.27142857142857,0.3476190476190476,0.053125,79.94697736188166,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2022-02-08,0.1547619047619046,-4.967857142857143,5.277380952380953,0.0195488721804511,77.05514670093478,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ND,2022-02-09,-1.4012048192771085,-5.655421686746988,2.8530120481927708,0.0112903225806451,85.64103621848231,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ND,2022-02-10,-2.398235294117647,-8.631764705882354,3.835294117647059,0.3096774193548387,87.47492794277936,6.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
ND,2022-02-11,-7.638690476190476,-18.09047619047619,2.8130952380952383,0.5904761904761905,78.64710842845501,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
ND,2022-02-12,-15.95609756097561,-21.09878048780488,-10.813414634146342,0.075,75.94668578376549,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
ND,2022-02-13,-13.206707317073173,-21.90731707317073,-4.5060975609756095,0.1554621848739495,79.29827822015932,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
ND,2022-02-14,-11.716071428571428,-19.91309523809524,-3.5190476190476194,0.1743801652892562,80.97806211447453,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
ND,2022-02-15,-12.583734939759037,-17.440963855421685,-7.726506024096385,0.0682539682539682,81.16349587163752,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
