STATE,DATE,TAVG,TMIN,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
CO,2022-01-01,-11.72132768361582,-18.49241573033708,-4.991011235955056,6.956756756756756,80.63326813332783,29.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0
CO,2022-01-02,-12.962464589235127,-21.48988764044944,-4.50593220338983,1.0863677130044842,69.1948348888322,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0
CO,2022-01-03,-7.465811965811966,-15.466197183098592,0.4664772727272728,0.1799638989169675,64.32665141010126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
CO,2022-01-04,-4.492415730337078,-10.76100278551532,1.7558988764044945,0.2573073516386182,53.55362719235408,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
CO,2022-01-05,-4.053932584269663,-10.266201117318436,2.194957983193277,1.613446126447017,69.8346080036359,13.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0
CO,2022-01-06,-3.299299719887955,-9.288055555555555,2.6745810055865924,5.47092731829574,76.1220755588018,16.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0
CO,2022-01-07,-1.0760504201680672,-7.804722222222222,5.590756302521009,0.2464864864864865,66.25133715678133,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CO,2022-01-08,-2.047346368715084,-9.1575,5.034078212290503,0.5181488203266787,63.63486592987353,16.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
CO,2022-01-09,-5.318767507002801,-13.121448467966577,2.464525139664804,0.6818021201413427,73.95968191670288,11.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
CO,2022-01-10,-4.557627118644068,-12.902513966480448,3.744101123595506,0.0544235924932975,58.63325772826016,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
CO,2022-01-11,-3.022549019607843,-11.09611111111111,4.995530726256984,0.0377659574468085,51.70552970546738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
CO,2022-01-12,-1.7353351955307263,-9.55682451253482,6.065642458100559,0.063677130044843,52.67893149272828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CO,2022-01-13,0.8490196078431373,-6.907799442896936,8.596078431372549,0.0517025089605734,55.72158921486722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2022-01-14,-1.347759103641457,-8.257777777777779,5.519327731092437,0.1399111111111111,61.05594479043093,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CO,2022-01-15,-4.473305084745762,-12.90391061452514,3.895774647887324,1.1816925734024175,61.100887514938286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CO,2022-01-16,-2.492977528089888,-10.345555555555556,5.3703081232493,0.0373857404021937,46.97921527536791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CO,2022-01-17,-1.185814606741573,-9.38463687150838,7.024089635854342,0.0112208258527827,51.434265377394645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CO,2022-01-18,-1.3768802228412256,-8.883149171270718,6.09108635097493,0.0094765342960288,48.76081038812861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2022-01-19,-3.7184873949579833,-10.552367688022285,3.120168067226891,0.0613595706618962,67.15199707004776,18.0,3.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0
CO,2022-01-20,-6.899441340782123,-13.06277777777778,-0.7533519553072625,0.4032201914708442,76.3771927586429,24.0,5.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0
CO,2022-01-21,-5.303333333333334,-10.845706371191136,0.2322222222222222,0.5681654676258993,74.77134784713485,34.0,5.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0
CO,2022-01-22,-4.879411764705883,-11.7125,1.8944134078212287,1.945594525235244,79.55935766875422,22.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
CO,2022-01-23,-3.967927170868347,-11.86508379888268,3.908659217877095,0.0534069981583793,63.88685455751916,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2022-01-24,-3.544117647058824,-10.964525139664804,3.861452513966481,0.057378551787351,58.55735212792877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2022-01-25,-6.163881019830028,-12.633333333333333,0.2655367231638418,2.254,71.6948099754029,20.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
CO,2022-01-26,-8.468028169014085,-15.85391061452514,-1.1345505617977527,2.266261925411969,74.24447862884463,17.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
CO,2022-01-27,-8.974366197183098,-15.55546218487395,-2.398033707865169,0.2628054298642533,70.8738473344712,19.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
CO,2022-01-28,-8.454213483146066,-16.935574229691877,0.0277310924369747,1.6704363312555652,62.067878992595865,6.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
CO,2022-01-29,-3.937042253521127,-13.054341736694678,5.164887640449439,0.0660148975791433,45.89379723236468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
CO,2022-01-30,-2.554621848739496,-12.082960893854748,6.966759776536312,0.013953488372093,45.88347947965485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
