areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
MS003,331731,26989987,Rosebloom,7,A,0,15,0.19,2.0,5.5
MS003,331731,26989988,Arkabutla,93,A,0,18,0.21,0.5,5.1
MS003,331732,26989989,Bude,95,H1,0,48,0.23,1.25,5.3
MS003,331732,26989990,Unnamed hydric soils (134de),5,H1,0,43,0.22,2.25,4.8
MS003,331733,26989991,Mantachie,3,Ap,0,20,0.08,2.0,5.1
MS003,331733,26989992,Maubila,1,A,0,7,0.23,0.75,4.6
MS003,331733,26989993,Toinette,1,A,0,8,0.15,0.75,4.8
MS003,331733,26989994,Ruston,13,Ap,0,10,0.1,1.5,5.0
MS003,331733,26989995,Smithdale,66,Ap,0,15,0.09,1.25,5.0
MS003,331733,26989996,Luverne,9,Ap,0,10,0.23,0.75,4.6
MS003,331733,26989997,Ora,7,A,0,10,0.16,1.8,4.5
MS003,331734,26989998,Ruston,42,H1,0,28,0.15,1.25,5.0
MS003,331734,26989999,Ora,14,H1,0,18,0.12,2.0,4.6
MS003,331734,26990000,Gullied land,44,H1,0,28,0.15,0.25,5.0
MS003,331735,26990001,Henry,95,H1,0,23,0.22,1.25,5.0
MS003,331735,26990002,Bude,5,H1,0,48,0.23,1.25,5.3
MS003,331736,26990003,Tuscumbia,10,A,0,15,0.2,2.0,7.4
MS003,331736,26990004,Griffith,5,Ap,0,25,0.17,3.5,7.5
MS003,331736,26990005,Leeper,85,Ap,0,15,0.2,2.5,7.5
MS003,331737,26990006,Mantachie,95,Ap,0,28,0.18,2.0,5.0
MS003,331737,26990007,Unnamed hydric soils (133fp),5,H1,0,15,0.18,2.0,4.6
MS003,331738,26990008,Smithdale,5,A,0,13,0.13,1.25,5.0
MS003,331738,26990009,Ora,90,Ap,0,13,0.15,2.0,5.0
MS003,331738,26990010,Savannah,5,Ap,0,13,0.14,1.75,5.1
MS003,331739,26990011,Providence,4,H1,0,18,0.21,1.75,5.3
MS003,331739,26990012,Shubuta,3,H1,0,20,0.17,2.0,5.3
MS003,331739,26990013,Ora,85,H1,0,18,0.12,2.0,4.6
MS003,331739,26990014,Ruston,4,H1,0,18,0.13,1.75,5.5
MS003,331739,26990015,Paden,4,H1,0,20,0.21,1.75,5.0
MS003,331740,26990016,Ruston,10,H1,0,28,0.15,1.25,5.0
MS003,331740,26990017,Ora,55,H1,0,18,0.19,2.0,4.6
MS003,331740,26990018,Shubuta,35,H1,0,20,0.17,2.0,5.3
MS003,331741,26990019,Bude,10,H1,0,48,0.23,1.25,5.3
MS003,331741,26990020,Paden,90,H1,0,20,0.21,1.75,5.0
MS003,331742,26990021,Bude,4,H1,0,48,0.23,1.25,5.3
MS003,331742,26990022,Paden,85,H1,0,20,0.21,1.75,5.0
MS003,331742,26990023,Providence,7,H1,0,18,0.21,1.75,5.3
MS003,331742,26990024,Ora,4,H1,0,18,0.12,2.0,4.6
MS003,331743,26990025,Providence,90,H1,0,8,0.21,1.75,5.3
MS003,331744,26990026,Unnamed hydric soils (134dr),2,H1,0,13,0.21,2.0,5.0
MS003,331744,26990027,Providence,90,H1,0,18,0.21,1.75,5.3
MS003,331745,26990028,Providence,90,Ap,0,10,0.21,1.75,5.3
MS003,331745,26990029,Ora,6,A,0,18,0.15,2.0,4.6
MS003,331745,26990030,Lexington,4,A,0,15,0.2,1.25,6.3
MS003,331746,26990031,Paden,5,H1,0,20,0.21,1.75,5.0
MS003,331746,26990032,Providence,85,H1,0,15,0.21,1.25,5.0
MS003,331746,26990033,Tippah,10,H1,0,15,0.21,1.25,5.3
MS003,331747,26990034,Paden,5,H1,0,20,0.21,1.75,5.0
MS003,331747,26990035,Providence,85,H1,0,15,0.21,1.25,5.0
MS003,331747,26990036,Tippah,10,H1,0,15,0.21,1.25,5.3
MS003,331748,26990037,Rosebloom,85,H1,0,20,0.21,2.0,5.0
MS003,331748,26990038,Mantachie,4,H1,0,28,0.18,2.0,5.0
MS003,331748,26990039,Arkabutla,4,H1,0,15,0.21,2.0,5.0
MS003,331748,26990040,Wehadkee,7,H1,0,30,0.17,3.5,5.3
MS003,331749,26990041,Arkabutla,31,H1,0,15,0.21,2.0,5.0
MS003,331749,26990042,Rosebloom,47,H1,0,20,0.21,2.0,5.0
MS003,331749,26990043,Mantachie,11,H1,0,28,0.18,2.0,5.0
MS003,331749,26990044,Wehadkee,11,H1,0,30,0.17,3.5,5.3
MS003,331750,26990045,Ruston,95,H1,0,18,0.13,1.75,5.5
MS003,331750,26990046,Unnamed hydric soils (133dr),5,H1,0,15,0.18,2.0,4.6
MS003,331751,26990047,Ora,14,H1,0,18,0.12,2.0,4.6
