state_abbr,areasymbol_count,n_records,awc_r_wmean,awc_r_median,awc_r_p25,awc_r_p75,om_r_wmean,om_r_median,om_r_p25,om_r_p75,ph1to1h2o_r_wmean,ph1to1h2o_r_median,ph1to1h2o_r_p25,ph1to1h2o_r_p75
MS,82,10306,0.174197863512155,0.18,0.15,0.21,1.6817521543327767,1.75,1.25,2.0,5.352945503485892,5.0,5.0,5.3
