STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
TX,2015-03-09,7.443392070484582,11.070575221238938,14.694493392070484,20.30297356828193,92.20682740803764,104.0,16.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TX,2015-03-10,7.6900216919739695,11.638177874186551,15.572943722943725,18.06332067281605,86.58209714329715,80.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2015-03-11,7.074835886214442,12.404704595185995,17.73457330415755,0.2914738124238733,79.69028482041861,64.0,19.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2015-03-12,7.233624454148471,13.28989010989011,19.365714285714287,2.407018596280744,77.0144151977569,41.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
TX,2015-03-13,8.156455142231948,14.359518599562364,20.56258205689278,1.8964749536178107,76.0003052719049,68.0,11.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2015-03-14,8.865771812080537,15.108632286995515,21.372767857142858,1.3079595704358813,69.61491159868473,42.0,12.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
TX,2015-03-15,8.040401785714286,14.462834821428572,20.89755555555556,0.1395022335673261,69.97506488234512,28.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
TX,2015-03-16,8.356768558951964,15.324126637554585,22.28888888888889,0.3332286432160804,71.92557722706236,61.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
TX,2015-03-17,11.40372807017544,17.542763157894736,23.68179824561404,0.6854241338112307,78.84187861243426,66.0,19.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0
TX,2015-03-18,12.258823529411766,16.976797385620916,21.70412147505423,7.635412262156448,84.12442914364013,72.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
TX,2015-03-19,12.899565217391304,17.571413043478262,22.23095238095238,2.661965317919075,85.64160655745663,101.0,32.0,9.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0
TX,2015-03-20,12.715468409586055,17.297167755991286,21.88804347826087,3.129460580912863,88.58890983026876,107.0,10.0,31.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0
TX,2015-03-21,11.733928571428573,14.80044642857143,17.866964285714285,19.66815492200108,91.50780344413016,90.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
