STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
KS,2015-01-01,-15.424025974025977,-10.632467532467532,-5.840909090909091,0.0019469026548672,65.82187839752176,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
KS,2015-01-02,-9.784905660377358,-5.127044025157233,-0.4691823899371068,0.0663139329805996,79.12873702882898,12.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0
KS,2015-01-03,-8.34013157894737,-3.3194078947368424,1.7013157894736843,0.4968028419182948,83.941720302942,20.0,6.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0
KS,2015-01-04,-14.834640522875816,-7.07483660130719,0.6849673202614379,2.4065897858319603,68.835308694572,9.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0
KS,2015-01-05,-16.000625,-10.77375,-5.546875,0.0243386243386243,67.36288308296189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-06,-13.345,-6.856875,-0.36875,0.0117750439367311,68.35941789842025,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-07,-12.24875,-6.925624999999999,-1.6024999999999998,0.0410562180579216,61.34323614021909,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-01-08,-16.032704402515723,-10.713207547169812,-5.3937106918239,0.0017391304347826,61.97117395804898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-09,-12.28875,-4.3990625,3.490625,0.0,52.85567408497283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-10,-12.013157894736842,-6.551315789473684,-1.0894736842105264,0.0,53.96256633826052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-11,-8.019078947368422,-1.4388157894736842,5.141447368421052,0.0119642857142857,66.58750402091924,13.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-01-12,-8.5475,-2.660625,3.2262500000000003,0.1461805555555555,69.79166282223301,12.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
KS,2015-01-13,-12.151875,-6.974375,-1.796875,0.0248263888888888,58.86847778263999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-01-14,-10.95,-5.663782051282051,-0.3775641025641025,0.0668384879725085,57.94765291863786,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-01-15,-7.78625,-0.83625,6.11375,0.0024137931034482,62.81641300103544,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-16,-6.140880503144654,3.35,12.840880503144655,0.0043402777777777,56.34083972194077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-17,-3.4857142857142853,6.552272727272727,16.59025974025974,0.0049645390070921,49.56547463904657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-18,-3.223529411764706,5.556209150326797,14.3359477124183,0.0,48.59459051695664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-19,-3.027922077922078,7.1301948051948045,17.28831168831169,0.0203152364273204,52.15841339744788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-20,-1.606875,7.4353125,16.4775,0.3878535773710482,66.11464496605977,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-21,-2.989240506329114,3.489240506329113,9.967721518987345,0.4843270868824532,68.62211567340188,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-01-22,-4.888050314465409,1.2270440251572328,7.342138364779875,0.0853492333901192,66.65680143194469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-23,-8.234810126582278,-0.8607594936708861,6.513291139240506,0.0,64.74290414846047,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
KS,2015-01-24,-6.673376623376623,2.4909090909090907,11.655194805194808,0.0193605683836589,56.4809889419948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-25,-1.925490196078432,6.297712418300653,14.520915032679737,0.1605902777777778,57.38399981932202,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-26,-3.119375,4.65125,12.421875,0.004946996466431,59.891262283806846,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-01-27,-1.449685534591195,9.546540880503144,20.54276729559749,0.0,54.27376145923243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-28,0.040880503144654,11.08993710691824,22.138993710691825,0.0,49.68631117911325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-29,0.596875,10.354375,20.111875,0.0177391304347826,54.66988240203667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-01-30,-6.5361290322580645,0.9390322580645162,8.414193548387097,0.1297391304347826,70.12282762070883,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-01-31,-4.311999999999999,0.9613333333333332,6.245033112582782,5.041935483870967,82.25054890688683,20.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2015-02-01,-5.624342105263158,-0.7536184210526317,4.141176470588236,14.054573170731706,84.21643438505782,21.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0
KS,2015-02-02,-14.918471337579616,-7.751282051282051,-0.5775641025641025,1.1975694444444445,70.8226535372794,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-02-03,-12.003821656050954,-3.393312101910828,5.2171974522293,0.0238754325259515,65.93464721946047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-04,-6.665408805031446,2.507232704402516,11.679874213836476,0.114853195164076,76.52964452955587,15.0,2.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0
KS,2015-02-05,-13.154088050314463,-6.772327044025157,-0.390566037735849,0.342237061769616,65.23555715226124,8.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
KS,2015-02-06,-9.984810126582278,-0.8370253164556962,8.310759493670885,0.0490500863557858,57.88526018256131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-07,-1.12,9.159354838709678,19.43870967741936,0.0,57.96231285764944,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-02-08,1.5211920529801324,12.00364238410596,22.52828947368421,0.0035587188612099,51.59893500135514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-02-09,-0.3069620253164557,9.562974683544304,19.432911392405064,0.0005226480836236,68.82094544893508,31.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
KS,2015-02-10,-1.872903225806452,5.22,12.369230769230768,0.0057921635434412,71.12609987678229,36.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
KS,2015-02-11,-2.3025477707006368,5.391346153846154,13.140127388535031,0.0,67.03879339576744,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-02-12,-8.098113207547168,-1.2651898734177216,5.548734177215191,0.0,59.86340845804117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-13,-7.576582278481012,-1.5251592356687895,4.503821656050955,0.0,51.62427717395861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-14,-4.685430463576159,4.405298013245034,13.496026490066226,0.0,58.1844012992906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-15,-9.031788079470198,-0.7427152317880795,7.546357615894039,0.074426807760141,50.94598290750018,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-02-16,-9.482467532467531,-5.821428571428571,-2.1603896103896103,1.8676609105180533,70.51865621453709,13.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0
KS,2015-02-17,-8.82547770700637,-2.595222929936306,3.6350318471337584,0.3989795918367347,72.17686487726877,9.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
KS,2015-02-18,-10.474213836477988,-3.566981132075472,3.3402515723270443,0.2537542662116041,56.40892982755999,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2015-02-19,-10.917721518987342,-5.040189873417722,0.8459119496855346,0.0,54.87830343926008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KS,2015-02-20,-8.995569620253164,-2.248417721518988,4.49873417721519,0.0797227036395147,65.15079408491255,8.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0
KS,2015-02-21,-5.793506493506494,0.9801948051948052,7.753896103896103,1.4762144053601338,76.39564508396482,16.0,6.0,0.0,5.0,0.0,9.0,0.0,2.0,0.0,0.0
KS,2015-02-22,-8.422875816993464,-0.5480392156862746,7.326797385620915,2.1530017152658663,68.70378727617602,6.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0
KS,2015-02-23,-12.733125,-8.913924050632913,-5.108860759493672,0.7450606585788561,56.449485673090855,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-02-24,-12.834591194968551,-7.428930817610063,-2.023270440251572,0.0560420315236427,57.04698440667213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2015-02-25,-8.48343949044586,0.5305732484076434,9.544585987261147,0.0166959578207381,65.477966571438,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2015-02-26,-12.031875,-1.735,8.561875,0.0153043478260869,59.644627455633376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KS,2015-02-27,-14.103125,-9.6421875,-5.18125,0.1600352112676056,61.15936474312248,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
KS,2015-02-28,-13.14,-9.829677419354836,-6.519354838709678,1.130877192982456,78.24430611299717,15.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
