STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
PA,2015-03-31,-0.9578571428571429,4.520357142857143,9.998571428571427,0.8134730538922156,61.130397801590576,9.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
PA,2015-04-01,-4.025179856115108,2.496762589928057,9.018705035971225,2.834593023255814,62.07896002870597,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
PA,2015-04-02,-3.3233576642335767,5.018248175182482,13.35985401459854,0.3362275449101796,55.07279414374411,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2015-04-03,2.197101449275362,10.265942028985508,18.33478260869565,3.872455089820359,77.99722614099495,28.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
PA,2015-04-04,2.707462686567164,8.882835820895522,15.107407407407408,6.1817610062893085,60.941304028163074,22.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PA,2015-04-05,0.0189393939393939,5.577651515151516,11.136363636363637,0.1365079365079365,41.41305209824343,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-06,-0.2064748201438848,8.29136690647482,16.789208633093523,0.5393939393939394,43.01304430846761,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2015-04-07,2.6557142857142857,11.109285714285711,19.562857142857144,1.601466275659824,75.08802697289832,33.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
PA,2015-04-08,5.861594202898551,9.665217391304347,13.468840579710143,6.639710144927536,87.10647889694933,30.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
PA,2015-04-09,4.892857142857143,7.778928571428571,10.665,4.148991354466859,89.17409373554239,49.0,7.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0
PA,2015-04-10,5.128571428571429,9.231071428571427,13.333571428571428,9.48005698005698,85.01650021372834,41.0,2.0,56.0,0.0,0.0,0.0,2.0,0.0,2.0
PA,2015-04-11,3.517910447761194,9.706716417910448,15.8955223880597,3.2042296072507552,52.80816714936444,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
PA,2015-04-12,-0.9187969924812032,6.937218045112782,14.793233082706768,0.0693009118541033,45.16280859395649,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-04-13,1.8410071942446045,11.554710144927537,21.24710144927536,0.1614705882352941,47.676518307835416,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-14,6.410071942446043,14.62769784172662,22.8453237410072,3.9865168539325846,54.53428127195317,21.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-04-15,3.091240875912409,10.134671532846715,17.178102189781022,0.3443502824858757,36.81716747715064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-04-16,3.263235294117647,10.984191176470588,18.70514705882353,0.1919770773638968,37.7665808582809,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
PA,2015-04-17,6.544604316546763,13.057553956834532,19.589285714285715,3.596398891966759,73.14396352664558,27.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
PA,2015-04-18,5.772592592592592,13.917407407407406,22.06222222222222,0.2032069970845481,53.86546965779728,32.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
PA,2015-04-19,5.327407407407407,14.302592592592593,23.27777777777778,0.5098214285714286,38.43154573856887,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-04-20,6.610869565217391,13.58840579710145,20.565942028985507,20.187323943661973,77.35501217765616,17.0,2.0,22.0,0.0,7.0,0.0,2.0,0.0,0.0
PA,2015-04-21,6.901449275362319,13.016304347826088,19.13115942028985,15.361281337047354,55.61023407503527,11.0,1.0,57.0,0.0,8.0,0.0,1.0,0.0,3.0
PA,2015-04-22,3.772058823529412,9.323529411764708,14.875,1.6326704545454545,61.8964172710305,14.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
PA,2015-04-23,0.9014598540145984,5.5167883211678825,10.132116788321166,3.623796033994336,62.21597868628232,3.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
PA,2015-04-24,-0.5273381294964029,3.2964028776978416,7.120143884892086,0.1674157303370786,45.9699509691196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-04-25,-1.718045112781955,4.878195488721804,11.474436090225565,0.0960960960960961,44.1633956247168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-26,0.3703703703703703,6.937037037037037,13.503703703703705,0.2606508875739645,46.58140635686677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-27,1.7014925373134329,7.622761194029851,13.586029411764706,0.0502906976744186,58.81261335583105,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-28,3.867883211678832,8.556934306569342,13.258695652173913,0.3168067226890756,56.62991012075353,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-04-29,3.50431654676259,11.46115107913669,19.41798561151079,0.0,50.6313012079066,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2015-04-30,4.79927536231884,12.953623188405796,21.107971014492755,0.7859154929577464,60.9897953526799,7.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2015-05-01,6.419014084507042,12.254225352112677,18.08943661971831,3.6327777777777777,66.45904421791148,16.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-05-02,4.874814814814815,12.26925925925926,19.663703703703703,0.1134110787172011,51.72098139949789,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-05-03,5.441044776119403,14.51455223880597,23.58805970149254,0.0,44.37126201852289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-05-04,7.284892086330935,16.544244604316546,25.80359712230216,0.0188235294117647,44.51760815189318,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2015-05-05,10.414788732394369,18.699647887323945,26.98450704225352,0.428125,65.05549136959243,10.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
PA,2015-05-06,12.480714285714283,18.133928571428573,23.787142857142857,3.627450980392157,72.1288932753552,26.0,4.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0
PA,2015-05-07,11.45357142857143,17.611785714285716,23.77,1.653072625698324,66.08868494761822,37.0,3.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0
PA,2015-05-08,11.630215827338128,19.81294964028777,27.99568345323741,0.0083815028901734,59.087944672793824,22.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
PA,2015-05-09,13.00948905109489,21.120072992700727,29.23065693430657,0.1200607902735562,64.22162928666917,6.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
PA,2015-05-10,14.698529411764708,21.65992647058824,28.621323529411764,0.1692771084337349,67.30849577765741,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2015-05-11,15.969285714285713,22.82642857142857,29.69007092198581,0.6148367952522255,68.27385455271984,11.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2015-05-12,15.704285714285714,22.18285714285714,28.66142857142857,2.4786516853932583,64.26444034484318,13.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0
PA,2015-05-13,8.810714285714285,15.5625,22.31428571428572,0.1511494252873563,56.443351829527366,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
PA,2015-05-14,2.914788732394366,9.47394366197183,16.033098591549294,0.0234285714285714,51.831271898285024,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2015-05-15,5.285211267605634,13.376408450704226,21.46760563380282,0.0888252148997134,55.51248954178645,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2015-05-16,11.138518518518518,17.980597014925372,24.76865671641791,3.0502958579881656,72.22176525012944,18.0,0.0,21.0,0.0,1.0,0.0,7.0,0.0,0.0
