STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
IN,2015-01-01,-10.379347826086956,-6.170652173913044,-1.9619565217391304,0.0,57.98436169679059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2015-01-02,-6.052747252747253,-2.242857142857143,1.6043010752688172,0.1640963855421686,68.14447138088032,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
IN,2015-01-03,-2.574193548387097,1.6881720430107527,6.035106382978723,9.782422802850355,89.66894660349101,17.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
IN,2015-01-04,-2.968817204301076,2.5376344086021505,8.044086021505377,18.858117647058823,92.30551192921614,20.0,4.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0
IN,2015-01-05,-14.42608695652174,-7.527717391304347,-0.7064516129032259,1.1491048593350384,67.67351953588212,10.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0
IN,2015-01-06,-13.634782608695652,-10.502173913043478,-7.344086021505376,3.928927680798005,75.33857303244895,8.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
IN,2015-01-07,-16.140860215053763,-11.877956989247313,-7.640425531914894,0.3625628140703518,67.35558474346479,6.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0
IN,2015-01-08,-21.017204301075267,-15.584408602150535,-10.108510638297872,0.2649732620320855,68.52782273916277,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
IN,2015-01-09,-18.388297872340427,-12.116489361702127,-5.8446808510638295,1.0391534391534392,67.73078101354841,4.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0
IN,2015-01-10,-18.782978723404256,-13.298936170212764,-7.814893617021277,0.0327225130890052,65.24840133248026,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2015-01-11,-12.958695652173914,-6.969565217391305,-0.9804347826086957,0.4395225464190981,58.06120274142615,13.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,0.0
IN,2015-01-12,-4.760869565217392,-1.921195652173913,0.9268817204301076,8.472474747474747,87.03802591776197,16.0,1.0,0.0,7.0,0.0,7.0,6.0,0.0,0.0
IN,2015-01-13,-12.687096774193549,-7.261827956989247,-1.7936170212765956,0.660574412532637,71.04697304072293,4.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
IN,2015-01-14,-15.31505376344086,-10.85,-6.38494623655914,0.0055415617128463,77.7049895889403,20.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
IN,2015-01-15,-13.347872340425532,-8.428723404255319,-3.509574468085106,0.0031007751937984,73.96390165528844,14.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
IN,2015-01-16,-8.649462365591397,-2.981720430107527,2.686021505376344,0.0,78.56978208200076,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
IN,2015-01-17,-4.948913043478261,0.7396739130434782,6.428260869565217,0.010594315245478,73.31855049035235,10.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
IN,2015-01-18,-1.0347826086956522,3.516304347826087,8.111827956989247,0.4807106598984771,76.56091073847817,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IN,2015-01-19,-4.35,1.252659574468085,6.85531914893617,0.0739454094292803,81.68508100894091,11.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
IN,2015-01-20,-2.8120879120879123,2.6912087912087914,8.178260869565218,0.1348484848484848,80.85184622589509,15.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0
IN,2015-01-21,-1.3709677419354838,2.979032258064516,7.329032258064516,0.1176470588235294,86.92311966116293,19.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0
IN,2015-01-22,-1.9720430107526885,0.9844086021505376,3.940860215053764,0.236,78.79408599334671,14.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
IN,2015-01-23,-2.673118279569892,-0.6543010752688172,1.364516129032258,0.0019950124688279,74.48881442876478,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2015-01-24,-4.159139784946237,-0.614516129032258,2.9301075268817205,0.0257142857142857,79.06350841809486,11.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
