STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
KY,2014-01-01,-4.638372093023255,0.8182352941176471,6.229069767441861,0.4004807692307692,67.1110298859769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-02,-6.2685393258426965,0.5107954545454546,7.304545454545454,2.31705069124424,80.58589244427067,6.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
KY,2014-01-03,-13.167777777777776,-6.520786516853933,0.1303370786516854,3.197142857142857,72.28861082151322,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
KY,2014-01-04,-11.045348837209302,-5.110714285714286,0.763095238095238,0.1578431372549019,57.61717430281758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-05,-7.765116279069767,0.6176470588235295,9.04,1.7847619047619048,72.70589177703404,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
KY,2014-01-06,-15.138372093023255,-4.698235294117647,5.7305882352941175,9.20891089108911,74.01581947309839,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
KY,2014-01-07,-20.05813953488372,-14.968235294117646,-9.88470588235294,0.2475490196078431,65.22190547208186,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KY,2014-01-08,-16.219540229885055,-10.489080459770117,-4.758620689655173,0.0145539906103286,62.53376686315151,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-09,-8.074712643678161,-2.540116279069768,3.0046511627906973,0.3716981132075471,69.41399432284489,6.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
KY,2014-01-10,-1.0458823529411765,3.813690476190476,8.623529411764705,2.585581395348837,89.13547367172988,12.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-11,2.902409638554217,8.035975609756097,13.224096385542168,19.408133971291868,84.00919980932873,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-12,-0.3423529411764706,5.986309523809524,12.298809523809522,1.3266331658291457,76.23088741303644,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
KY,2014-01-13,1.483720930232558,6.508823529411765,11.490588235294116,1.5157142857142858,68.71673029268607,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-14,0.9188235294117646,6.243452380952381,11.505882352941176,9.590393013100435,78.92622609289363,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
KY,2014-01-15,-3.682558139534883,2.092941176470588,7.865882352941177,0.7914027149321268,71.32106936574077,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-16,-7.568235294117646,-2.4779761904761903,2.6095238095238096,0.1192488262910798,69.83952717421792,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
KY,2014-01-17,-7.412643678160919,-2.2087209302325586,3.030232558139536,1.0247619047619048,77.67691734108352,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
KY,2014-01-18,-9.373493975903614,-3.604268292682927,2.1780487804878046,0.6674876847290641,68.39252227222573,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KY,2014-01-19,-5.869879518072289,-0.9555555555555556,3.8987654320987657,0.1426395939086294,67.05699192911676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
