STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,WT11
MN,2014-01-01,-28.83258426966292,-24.328248587570624,-19.79604519774012,0.2954861111111111,68.06676006831864,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2014-01-02,-30.53879781420765,-24.45467032967033,-18.41923076923077,0.0248322147651006,69.1231380406752,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2014-01-03,-28.94677419354839,-20.545161290322586,-12.143548387096772,0.2759197324414715,74.79076200273676,8.0,1.0,0.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0
MN,2014-01-04,-20.67624309392265,-12.300828729281768,-3.925414364640884,2.216279069767442,76.56944646633889,7.0,0.0,0.0,4.0,0.0,13.0,7.0,0.0,0.0,0.0
MN,2014-01-05,-29.50824175824176,-22.26181318681319,-15.015384615384615,0.00625,67.71209437074573,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
MN,2014-01-06,-32.279781420765026,-27.72377049180328,-23.16775956284153,0.0813793103448276,63.46244830595101,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
MN,2014-01-07,-30.848924731182795,-26.32972972972973,-21.802702702702703,0.0167213114754098,67.96741512888319,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
MN,2014-01-08,-28.63945945945946,-22.932972972972976,-17.226486486486486,0.0,71.20753908572226,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2014-01-09,-26.825136612021858,-18.980601092896173,-11.136065573770493,0.0,73.28003845525575,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
MN,2014-01-10,-14.26722222222222,-9.278333333333332,-4.289444444444444,0.0318936877076411,88.75300277610263,23.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0
MN,2014-01-11,-8.0,-4.948324022346369,-1.895555555555556,0.4255813953488372,89.53016004158557,25.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0
MN,2014-01-12,-7.569832402234637,-3.159217877094972,1.228888888888889,0.1652777777777777,81.99757474023428,11.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
MN,2014-01-13,-8.060215053763441,-3.168010752688172,1.7241935483870967,0.1595959595959596,77.58304173901638,7.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
MN,2014-01-14,-13.16448087431694,-8.775683060109289,-4.386885245901639,2.816118421052632,80.43493694976067,6.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0
MN,2014-01-15,-20.44120879120879,-13.352472527472528,-6.263736263736264,0.7546666666666667,76.58485551667322,7.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0
MN,2014-01-16,-18.460773480662983,-9.551657458563536,-0.6425414364640883,1.4215017064846416,77.7379809954809,6.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0
MN,2014-01-17,-21.564835164835166,-14.638736263736265,-7.712637362637363,0.3905263157894736,72.29165993669737,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0
MN,2014-01-18,-19.71123595505618,-13.36573033707865,-7.020224719101123,3.768115942028986,76.5897164782397,7.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
MN,2014-01-19,-13.64943181818182,-7.763636363636365,-1.8796610169491528,0.2014598540145985,78.94059115175413,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2014-01-20,-17.532954545454547,-10.326420454545454,-3.119886363636364,0.2735294117647059,76.02214901721857,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
MN,2014-01-21,-29.988524590163934,-21.00327868852459,-12.018032786885248,0.6797794117647059,67.58944965824742,4.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
MN,2014-01-22,-27.179781420765025,-21.337704918032788,-15.495628415300546,0.9868243243243244,72.97515615154936,4.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
