STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
TX,2014-05-07,18.37938596491228,25.03296703296704,31.69122807017544,0.0816313823163138,64.60627416757036,12.0,0.0,15.0,0.0,1.0,0.0,1.0,13.0,0.0,2.0
TX,2014-05-08,18.380659340659346,24.197026431718065,30.034065934065936,2.73747758517633,72.42271084229806,39.0,3.0,44.0,0.0,2.0,0.0,0.0,16.0,0.0,2.0
TX,2014-05-09,16.61699779249448,22.78918322295806,28.96850220264317,10.922818791946307,71.03837332397433,46.0,0.0,40.0,0.0,3.0,0.0,0.0,21.0,0.0,2.0
TX,2014-05-10,15.231264367816092,22.94873271889401,30.654147465437788,6.947704822777455,66.56574694781536,24.0,1.0,10.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0
TX,2014-05-11,18.621103117506,25.43429256594724,32.24748201438849,0.0519404915912031,68.38189557407672,21.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,1.0
TX,2014-05-12,17.929139072847683,24.47207505518764,31.0150110375276,2.295200486026732,73.7712477208676,31.0,0.0,41.0,0.0,3.0,0.0,1.0,29.0,0.0,4.0
TX,2014-05-13,12.580349344978169,18.75229257641921,24.92423580786026,42.72281776416539,74.64620714514813,29.0,0.0,63.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0
TX,2014-05-14,8.828165938864629,14.73296943231441,20.637772925764192,6.291112293773284,61.56931535289856,21.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
TX,2014-05-15,7.384301075268817,15.781075268817204,24.1778494623656,0.1443349753694581,48.412662158255294,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2014-05-16,10.3028384279476,19.36105032822757,28.42445414847161,0.0137414116177389,47.0400766144066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-05-17,13.495730337078651,21.76629213483146,30.027901785714285,0.0080051646223369,53.32099309575545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TX,2014-05-18,15.198233995584989,22.393598233995583,29.5821978021978,0.0008408796895213,64.00104333336184,20.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
TX,2014-05-19,17.07857142857143,23.933982683982684,30.78639308855292,0.0005028284098051,63.79619741866678,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
TX,2014-05-20,18.65541125541125,25.20919913419913,31.754310344827587,0.0072463768115942,62.60724061268361,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-05-21,19.462334801762115,25.834801762114537,32.206331877729255,0.0465145754119138,64.5400648791283,11.0,1.0,11.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
TX,2014-05-22,19.376470588235293,25.34052287581699,31.30584415584416,0.439190031152648,69.25213990282256,24.0,3.0,12.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
TX,2014-05-23,19.2816742081448,24.560633484162896,29.84492099322799,3.346504559270517,73.95000003433475,27.0,2.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
TX,2014-05-24,18.98194130925508,23.688148984198648,28.4,3.510794420861128,76.82756663848896,28.0,0.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
TX,2014-05-25,18.43114754098361,23.271077283372364,28.115850815850816,8.35580985915493,76.89397242606721,24.0,1.0,46.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
TX,2014-05-26,18.045515695067262,22.71726457399103,27.40111856823266,14.013429522752498,79.66510705951812,26.0,1.0,60.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
TX,2014-05-27,17.14857142857143,22.29659340659341,27.43311403508772,34.84630696699843,80.47309085994465,34.0,2.0,72.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0
TX,2014-05-28,17.56904231625835,23.152566964285715,28.729777777777777,12.284991662034464,75.42166631599778,50.0,7.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
TX,2014-05-29,17.460264900662253,23.9445796460177,30.42753303964757,1.9253547193090683,69.13517326829408,27.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
TX,2014-05-30,18.644222222222226,25.035444444444447,31.426666666666662,0.290467050543826,67.77238061687598,22.0,1.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2014-05-31,19.62229729729729,25.791891891891893,31.95573033707865,1.5998712998712998,71.30702555532335,34.0,2.0,25.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
TX,2014-06-01,20.308108108108108,26.39515765765766,32.48220720720721,1.5365853658536586,71.09454440191169,53.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
TX,2014-06-02,21.329735682819383,27.277533039647576,33.22533039647577,0.2464797507788161,69.35261511547067,15.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TX,2014-06-03,21.56622807017544,27.28640350877193,33.00722100656455,0.0723857232310582,71.06141523399944,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
TX,2014-06-04,21.76542669584245,27.62571115973742,33.485995623632384,0.0541330018645121,69.1781357722533,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
TX,2014-06-05,22.02516411378556,28.149343544857768,34.2681917211329,0.0160324391765439,68.89654394589029,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-06-06,22.17736263736264,27.949010989010983,33.71491228070175,0.4182219419924338,69.57027709976545,9.0,0.0,8.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0
TX,2014-06-07,21.93244444444445,27.66111111111111,33.3920177383592,0.8597090449082859,68.45571663986674,10.0,1.0,27.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0
TX,2014-06-08,21.04933920704845,26.56158940397351,32.07929515418502,4.423244552058112,73.20686565649437,18.0,0.0,63.0,0.0,9.0,0.0,0.0,4.0,0.0,6.0
TX,2014-06-09,19.240397350993376,24.42433628318584,29.621854304635765,8.913762486126526,76.6721642166083,17.0,1.0,77.0,0.0,5.0,0.0,0.0,8.0,0.0,3.0
TX,2014-06-10,17.43,23.44265033407572,29.468222222222224,12.1218594355285,67.56420018814866,13.0,1.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
TX,2014-06-11,17.84476614699332,25.2703125,32.69755555555555,0.2371962616822429,64.86731146952346,19.0,7.0,9.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0
TX,2014-06-12,20.582142857142856,27.226450892857144,33.87317073170732,1.1527554179566564,70.28332559253359,26.0,0.0,40.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0
TX,2014-06-13,20.30291479820628,26.20415730337079,32.11336302895323,8.540154867256637,73.32338751021987,18.0,0.0,49.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0
TX,2014-06-14,20.53024830699774,26.59909706546276,32.660898876404495,2.6534063260340632,71.4711284348926,17.0,0.0,46.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0
TX,2014-06-15,21.630337078651685,27.61258426966292,33.59304932735426,0.2228481012658228,68.15409857311734,7.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TX,2014-06-16,22.79625550660793,28.28612334801762,33.776263736263736,0.157035175879397,68.17784539997386,17.0,0.0,7.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0
TX,2014-06-17,23.636681222707423,28.749454148471617,33.86230936819172,0.2175642594859241,67.78305114994195,8.0,0.0,12.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0
TX,2014-06-18,23.33142857142857,28.56563876651982,33.8,0.5740425531914893,68.51634690129696,15.0,0.0,41.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
TX,2014-06-19,22.52317880794702,27.77505518763797,33.029955947136564,2.06350626118068,70.75923234516755,8.0,0.0,38.0,0.0,5.0,0.0,0.0,6.0,0.0,3.0
TX,2014-06-20,21.47098901098901,26.842417582417585,32.21864035087719,2.5623926380368096,70.29788062335618,18.0,0.0,18.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0
TX,2014-06-21,21.526681614349776,26.55627802690583,31.592170022371366,1.4615723270440253,72.17080892389893,26.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TX,2014-06-22,21.926008968609864,26.651457399103137,31.381208053691275,2.3946841776110066,75.39951758563406,30.0,0.0,14.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0
TX,2014-06-23,21.27583148558758,26.535920177383595,31.79070796460177,6.4621556886227545,76.06662044937785,27.0,1.0,55.0,0.0,2.0,0.0,0.0,8.0,0.0,7.0
TX,2014-06-24,20.720489977728285,26.20044543429844,31.68155555555556,5.669178082191781,75.92020360147333,27.0,0.0,70.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TX,2014-06-25,20.628635346756152,25.78736017897092,30.954666666666668,8.263468013468014,81.68762451107439,31.0,0.0,74.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0
TX,2014-06-26,20.60512249443208,25.868526785714288,31.129175946547885,8.348150224215248,79.73933253183594,35.0,4.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TX,2014-06-27,21.863333333333333,27.06955555555556,32.27560975609756,2.779641791044776,74.49802684699185,14.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
TX,2014-06-28,23.20201342281879,28.234451901566,33.25968819599109,1.141781681304893,73.15292855346968,12.0,0.0,34.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0
TX,2014-06-29,23.935135135135138,29.10833333333333,34.27820224719101,0.6225207933461292,70.67297103217437,15.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
TX,2014-06-30,23.788864142538976,29.39944320712695,35.00622222222222,0.0207388204795852,67.57962597621002,16.0,0.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
TX,2014-07-01,22.63602620087336,28.641375545851528,34.64509803921569,0.6079901659496004,67.60148505806093,23.0,0.0,22.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0
TX,2014-07-02,21.780962800875272,27.562800875273524,33.349347826086955,0.9411800486618004,69.15501914670011,21.0,6.0,35.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0
TX,2014-07-03,20.77472527472528,26.573846153846155,32.381838074398246,2.5841787439613526,70.49474577024304,16.0,2.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2014-07-04,20.385714285714283,26.378348214285715,32.38259911894273,2.9048000000000003,69.8524378134755,19.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-07-05,20.639333333333337,26.865,33.082417582417584,1.4256188118811883,68.43183576193378,32.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2014-07-06,21.06858407079646,27.3316371681416,33.59118942731278,1.2623206487835308,67.07436712509138,29.0,1.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TX,2014-07-07,21.665631929046565,27.944567627494457,34.219646799117,0.2849685534591195,63.58660237851309,10.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-07-08,22.0757174392936,28.363796909492272,34.65264317180617,0.4391412570006223,63.73826025520313,11.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TX,2014-07-09,21.9358574610245,28.256570155902008,34.57538802660754,0.2637273295809881,63.30403855451838,12.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TX,2014-07-10,21.58233995584989,27.82820796460177,34.07819383259912,0.4202212661339889,64.06892079736414,19.0,1.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
