STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
KS,2014-01-01,-8.263870967741935,0.8541935483870968,9.97225806451613,0.2256454388984509,69.6272216023763,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
KS,2014-01-02,-14.875155279503106,-8.2584375,-1.65625,1.817252396166134,73.67621616198242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-01-03,-13.198136645962734,-5.904347826086957,1.38944099378882,0.0251712328767123,66.77744625882944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-04,-8.67290322580645,-0.4825806451612903,7.718589743589743,0.1086058519793459,65.08558928146795,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
KS,2014-01-05,-14.506451612903223,-6.9,0.716025641025641,2.27221324717286,70.11602010220297,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
KS,2014-01-06,-22.149079754601228,-15.69,-9.2425,0.065874363327674,58.47025968339286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-01-07,-20.37716049382716,-12.916975308641977,-5.45679012345679,0.0,63.21737737771176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-01-08,-10.729012345679012,-2.791358024691358,5.146296296296296,0.0010152284263959,67.45911469892435,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-01-09,-8.214285714285714,-3.5748447204968943,1.0475308641975307,0.0419627749576988,83.86362392162941,25.0,7.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
KS,2014-01-10,-6.404968944099379,-1.563664596273292,3.277639751552796,0.1716887417218543,87.1606419394946,56.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-11,-2.5423076923076926,2.562179487179487,7.666666666666667,0.5978151260504202,68.69014729716994,18.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-12,-1.2916666666666667,5.475320512820512,12.242307692307692,0.0038394415357766,51.72253088136261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-13,-1.3709876543209876,6.578086419753087,14.543558282208588,0.0035532994923857,54.7232247961584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-14,-1.9425925925925924,4.442283950617284,10.82716049382716,0.0018518518518518,48.806230657187655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-15,-6.032098765432099,0.8959876543209877,7.813496932515337,0.0,55.0862230169635,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-16,-4.773291925465839,2.7493788819875773,10.27037037037037,0.0074702886247877,45.48138098312101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
KS,2014-01-17,-6.986335403726708,1.137577639751553,9.262345679012345,0.0010434782608695,43.84808117891882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
KS,2014-01-18,-6.4096153846153845,0.8897435897435898,8.189102564102564,0.0,46.4278658852482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-01-19,-5.612738853503185,3.696496815286624,13.005732484076434,0.0,48.41013322899492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KS,2014-01-20,-4.776433121019108,6.242675159235669,17.261783439490447,0.0,47.58391764868631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
KS,2014-01-21,-13.568944099378882,-1.6746875,10.209316770186335,0.0,47.26962254946084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-01-22,-13.051234567901236,-4.821604938271605,3.380368098159509,0.0030664395229982,51.59545429844396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-01-23,-15.44625,-6.2671875,2.914285714285714,0.0443877551020408,49.06493808216663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-01-24,-15.868125,-9.59875,-3.360248447204969,0.0148531951640759,49.06934012444797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-25,-9.183225806451611,1.133225806451613,11.449677419354838,0.0005190311418685,46.84152748275389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-26,-2.4935483870967743,5.53,13.553548387096775,0.0,52.458596143884265,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
KS,2014-01-27,-11.838993710691824,-0.2166666666666666,11.431875,0.0584055459272097,40.99746056169332,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KS,2014-01-28,-15.231055900621117,-10.964596273291924,-6.698136645962734,0.2773648648648648,53.27561934335038,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-01-29,-14.586624203821655,-7.248089171974523,0.0904458598726115,0.0013864818024263,52.14382577603417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-30,-10.180625,-0.3646874999999999,9.45125,0.02,41.260988553569575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-01-31,-6.093125,0.2684375,6.63,0.6991666666666667,68.15014546787202,18.0,0.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0
KS,2014-02-01,-7.962025316455696,-5.618670886075949,-3.2753164556962027,2.0810766721044045,84.95524332449315,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
KS,2014-02-02,-13.535443037974684,-8.10854430379747,-2.681645569620253,0.0445595854922279,70.28543675212303,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
KS,2014-02-03,-14.553987730061351,-7.896625766871166,-1.2392638036809815,0.0377777777777777,65.61474535705659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-02-04,-11.857055214723928,-5.612269938650306,0.6325153374233129,2.6477001703577514,77.2541953325959,10.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
KS,2014-02-05,-17.666459627329193,-11.67142857142857,-5.67639751552795,9.591547049441786,75.16934168164204,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
KS,2014-02-06,-19.28,-15.8959375,-12.511875,0.0679310344827586,66.49628816790224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
KS,2014-02-07,-17.494339622641508,-14.419182389937108,-11.344025157232704,0.0088695652173913,70.0655614853153,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
KS,2014-02-08,-13.216556291390727,-9.264238410596027,-5.311920529801324,0.0086879432624113,83.48653748544237,17.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
KS,2014-02-09,-9.207236842105264,-5.367105263157894,-1.538562091503268,0.0984182776801406,84.10715459505812,16.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0
KS,2014-02-10,-12.791772151898735,-9.521202531645567,-6.2506329113924055,2.45,75.95223516845219,9.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
KS,2014-02-11,-14.629936305732484,-11.035987261146497,-7.44203821656051,0.3329351535836177,69.98062903997551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-02-12,-12.794936708860758,-7.182594936708861,-1.570253164556962,0.0129370629370629,72.92311654199207,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
KS,2014-02-13,-6.745283018867925,-1.0128930817610065,4.710625,0.0245250431778929,74.02707622592622,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
KS,2014-02-14,-3.211464968152866,3.805414012738854,10.83481012658228,0.0045454545454545,67.78379468638666,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
KS,2014-02-15,-3.819736842105263,2.831907894736842,9.494117647058824,0.0058510638297872,66.08007951159358,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
KS,2014-02-16,-3.5509803921568626,4.911437908496732,13.373856209150327,0.0631118881118881,69.01960716343613,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
KS,2014-02-17,-1.6890322580645163,5.43,12.549032258064518,0.000531914893617,50.89999628726842,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
KS,2014-02-18,1.40375,9.1371875,16.86583850931677,0.0026178010471204,39.31065696356151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-02-19,-0.904320987654321,9.403086419753086,19.71049382716049,0.0403114186851211,50.09826539533084,3.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-02-20,-0.6770186335403726,6.562111801242236,13.801242236024844,2.429113924050633,66.03919543154653,15.0,2.0,9.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0
KS,2014-02-21,-4.3080745341614906,3.3139751552795027,10.936024844720498,1.5675630252100838,44.09250652109655,0.0,0.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
KS,2014-02-22,-4.001948051948052,5.163961038961039,14.32987012987013,0.0232142857142857,50.003104616080535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-02-23,-4.373076923076924,3.409935897435897,11.192948717948717,0.207908611599297,61.25876134037805,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-02-24,-7.014374999999999,-1.8359375,3.3425,0.0459790209790209,58.94421627156047,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2014-02-25,-9.17888198757764,-1.840062111801242,5.499382716049382,0.0457242582897033,66.09105210740218,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
KS,2014-02-26,-15.569032258064516,-8.68774193548387,-1.806451612903225,0.5419732441471572,61.984249861583066,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-02-27,-13.9175,-5.116875,3.716149068322981,0.0,53.47704815910736,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
KS,2014-02-28,-7.6875,0.1646875,8.016875,0.0445848375451263,53.41299937909378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-03-01,-8.287417218543046,0.2,8.687417218543047,0.2349549549549549,77.29074373082815,14.0,0.0,0.0,2.0,1.0,8.0,0.0,8.0,4.0,0.0,0.0
KS,2014-03-02,-16.435333333333336,-11.848666666666666,-7.247019867549668,1.8846153846153848,76.18109697677112,9.0,0.0,1.0,20.0,0.0,11.0,0.0,7.0,8.0,0.0,0.0
KS,2014-03-03,-19.633962264150945,-15.497133757961784,-11.354140127388536,2.399830508474576,61.83129868860619,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
KS,2014-03-04,-17.070440251572325,-9.433227848101266,-1.8107594936708864,0.0192439862542955,62.50011353300965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KS,2014-03-05,-8.41139240506329,-0.3721518987341772,7.667924528301887,0.0753424657534246,74.06253756739257,11.0,1.0,0.0,3.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0
KS,2014-03-06,-5.0183544303797465,0.5721518987341773,6.127672955974843,0.3906040268456376,76.28733940874281,47.0,4.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
KS,2014-03-07,-2.771069182389937,5.093710691823899,12.958490566037735,0.0024432809773123,66.88866489421383,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
KS,2014-03-08,-3.2993464052287584,4.174183006535948,11.6512987012987,0.3695352839931153,69.49486937615262,8.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0
