STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
IN,2014-01-01,-8.056989247311828,-4.283333333333333,-0.5096774193548388,0.9954216867469878,78.5697866615086,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2014-01-02,-10.044791666666669,-5.2984375,-0.5520833333333334,6.269951923076923,81.03773864043633,9.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0
IN,2014-01-03,-19.76,-12.984736842105262,-6.209473684210527,1.6552162849872774,70.91129006133745,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
IN,2014-01-04,-15.986315789473684,-8.988947368421053,-1.991578947368421,0.1267639902676399,63.13417513757366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2014-01-05,-8.625806451612904,-3.2774193548387096,2.070967741935484,4.857178217821782,85.79208144443378,7.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
IN,2014-01-06,-23.157608695652176,-13.328260869565218,-3.4989130434782605,19.906720430107526,74.39845664384363,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IN,2014-01-07,-24.268085106382976,-20.455851063829787,-16.643617021276597,0.1659090909090909,68.06038031034683,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
IN,2014-01-08,-19.89569892473118,-14.03978494623656,-8.183870967741935,0.068395061728395,73.90869744221698,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
IN,2014-01-09,-12.550526315789472,-7.824736842105263,-3.032291666666667,0.1772839506172839,81.18150366563994,7.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
IN,2014-01-10,-6.908421052631579,-1.6894736842105262,3.5294736842105263,2.0384615384615383,93.34946540630524,16.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
IN,2014-01-11,0.375,3.796195652173913,7.187096774193548,13.210336538461538,93.0477307055794,22.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
IN,2014-01-12,-1.0228260869565218,2.7668478260869565,6.521505376344086,0.2948148148148148,82.07579900967644,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
IN,2014-01-13,0.4430107526881719,4.540322580645161,8.658510638297873,0.0511904761904761,69.22675589464502,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2014-01-14,-4.047872340425532,2.2388297872340424,8.525531914893616,0.3739336492890995,80.70716679785818,10.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
IN,2014-01-15,-6.437894736842106,-1.4921052631578948,3.453684210526316,0.26,69.71413800173814,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
IN,2014-01-16,-8.441489361702128,-5.2803191489361705,-2.1191489361702125,0.4245742092457421,78.30576463983964,8.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
IN,2014-01-17,-8.936170212765957,-4.5856382978723405,-0.2351063829787234,2.6634085213032583,75.3619547507186,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
IN,2014-01-18,-12.102150537634408,-8.382795698924731,-4.663440860215053,0.6984126984126984,79.05166463900017,9.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
IN,2014-01-19,-10.587912087912088,-5.932417582417583,-1.3054347826086956,3.008142493638677,81.8499519702363,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
IN,2014-01-20,-6.772340425531915,-1.448404255319149,3.87578947368421,0.0253041362530413,73.52463541593428,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
IN,2014-01-21,-12.961052631578946,-5.347894736842106,2.265263157894737,2.1789473684210527,67.91430351129662,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
IN,2014-01-22,-18.95,-13.496354166666668,-8.042708333333334,0.3629901960784313,75.5342811337052,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
