STATE,DATE,TMIN,TAVG,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
NC,2014-01-01,-1.7844559585492228,3.8986979166666655,9.570833333333333,0.0267100977198697,69.87631796935344,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
NC,2014-01-02,-0.1948186528497409,4.564766839378239,9.344845360824742,2.0874233128834354,87.61011373279405,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
NC,2014-01-03,-6.025257731958764,0.4131443298969072,6.851546391752578,8.016934306569343,58.467644369237576,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC,2014-01-04,-8.11139896373057,-2.5738095238095235,3.067724867724868,0.0238546603475513,63.314468566491605,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
NC,2014-01-05,-2.836842105263158,3.2796296296296297,9.43157894736842,0.9365659777424484,81.18610176665675,12.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0
NC,2014-01-06,-2.9128865979381446,4.975257731958763,12.916836734693875,4.846290801186944,80.27585299793533,18.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
NC,2014-01-07,-13.739378238341969,-5.279581151832461,3.419072164948453,0.9130105900151286,42.679160935345216,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC,2014-01-08,-12.392307692307693,-5.797422680412371,0.8355670103092783,0.0895962732919254,51.73903030366383,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC,2014-01-09,-8.056565656565656,0.1583333333333333,8.361809045226131,0.0252730109204368,55.73893225503159,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
NC,2014-01-10,-1.137055837563452,5.501015228426396,12.173232323232323,3.911210762331839,76.46586150349209,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2014-01-11,5.885492227979275,10.867875647668392,15.850259067357513,23.381169757489303,94.53773209413164,21.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0
NC,2014-01-12,2.8546875000000003,9.248157894736842,15.652631578947368,16.10057803468208,65.71763216952614,7.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0
NC,2014-01-13,-0.3230769230769231,7.054871794871795,14.432820512820513,0.2769585253456221,69.59786029097322,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2014-01-14,1.3796954314720813,7.783418367346939,14.153299492385786,4.104397163120567,84.53588199613641,19.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
NC,2014-01-15,-0.4989949748743718,6.082575757575757,12.644444444444444,4.889,83.20778895679547,24.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
NC,2014-01-16,-2.551010101010101,3.4118686868686865,9.374747474747474,0.6618975903614458,73.66280049849875,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC,2014-01-17,-3.685279187817259,2.541581632653061,8.77295918367347,0.0933962264150943,63.27114105991128,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NC,2014-01-18,-4.234358974358974,2.6174358974358976,9.46923076923077,0.6878164556962025,54.3183832287296,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2014-01-19,-4.1390625000000005,1.653421052631579,7.47958115183246,0.0477977161500815,53.89839931013587,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC,2014-01-20,-1.7353846153846153,5.783846153846153,13.320408163265308,0.0292134831460674,53.77299854942931,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC,2014-01-21,-2.252791878172589,6.322335025380711,14.89746192893401,0.1838050314465408,63.36863119399181,7.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
NC,2014-01-22,-8.328717948717948,-0.6874358974358975,7.014795918367348,1.7357910906298004,60.56188101012739,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC,2014-01-23,-9.836040609137056,-4.335204081632654,1.170408163265306,0.0336038961038961,55.53197667713691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
