year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2008,NEBRASKA,NE,2008-06-01,22,10.0,56.0,27.0,6.0,1.0
2008,NEBRASKA,NE,2008-06-08,23,9.0,56.0,27.0,6.0,2.0
2008,NEBRASKA,NE,2008-06-15,24,11.0,55.0,27.0,6.0,1.0
2008,NEBRASKA,NE,2008-06-22,25,14.0,56.0,25.0,4.0,1.0
2008,NEBRASKA,NE,2008-06-29,26,17.0,53.0,24.0,4.0,2.0
2008,NEBRASKA,NE,2008-07-06,27,17.0,55.0,22.0,4.0,2.0
2008,NEBRASKA,NE,2008-07-13,28,19.0,54.0,21.0,4.0,2.0
2008,NEBRASKA,NE,2008-07-20,29,19.0,56.0,19.0,4.0,2.0
2008,NEBRASKA,NE,2008-07-27,30,18.0,58.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-08-03,31,17.0,58.0,19.0,4.0,2.0
2008,NEBRASKA,NE,2008-08-10,32,20.0,56.0,19.0,4.0,1.0
2008,NEBRASKA,NE,2008-08-17,33,20.0,56.0,19.0,4.0,1.0
2008,NEBRASKA,NE,2008-08-24,34,21.0,54.0,18.0,5.0,2.0
2008,NEBRASKA,NE,2008-08-31,35,22.0,54.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-09-07,36,21.0,54.0,19.0,4.0,2.0
2008,NEBRASKA,NE,2008-09-14,37,22.0,55.0,17.0,4.0,2.0
2008,NEBRASKA,NE,2008-09-21,38,19.0,54.0,20.0,5.0,2.0
2008,NEBRASKA,NE,2008-09-28,39,19.0,56.0,19.0,4.0,2.0
2008,NEBRASKA,NE,2008-10-05,40,19.0,57.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-10-12,41,22.0,54.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-10-19,42,23.0,53.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-10-26,43,23.0,53.0,18.0,4.0,2.0
2008,NEBRASKA,NE,2008-11-02,44,23.0,54.0,17.0,4.0,2.0
