year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2008,MICHIGAN,MI,2008-06-01,22,9.0,54.0,29.0,6.0,2.0
2008,MICHIGAN,MI,2008-06-08,23,20.0,53.0,24.0,3.0,0.0
2008,MICHIGAN,MI,2008-06-15,24,24.0,52.0,19.0,4.0,1.0
2008,MICHIGAN,MI,2008-06-22,25,25.0,50.0,20.0,4.0,1.0
2008,MICHIGAN,MI,2008-06-29,26,23.0,55.0,18.0,3.0,1.0
2008,MICHIGAN,MI,2008-07-06,27,27.0,51.0,18.0,3.0,1.0
2008,MICHIGAN,MI,2008-07-13,28,29.0,53.0,14.0,3.0,1.0
2008,MICHIGAN,MI,2008-07-20,29,31.0,52.0,14.0,3.0,0.0
2008,MICHIGAN,MI,2008-07-27,30,32.0,46.0,16.0,4.0,2.0
2008,MICHIGAN,MI,2008-08-03,31,19.0,47.0,25.0,6.0,3.0
2008,MICHIGAN,MI,2008-08-10,32,21.0,44.0,24.0,8.0,3.0
2008,MICHIGAN,MI,2008-08-17,33,19.0,37.0,29.0,10.0,5.0
2008,MICHIGAN,MI,2008-08-24,34,16.0,34.0,28.0,11.0,11.0
2008,MICHIGAN,MI,2008-08-31,35,15.0,27.0,31.0,13.0,14.0
2008,MICHIGAN,MI,2008-09-07,36,14.0,31.0,32.0,13.0,10.0
2008,MICHIGAN,MI,2008-09-14,37,15.0,35.0,29.0,14.0,7.0
2008,MICHIGAN,MI,2008-09-21,38,12.0,32.0,33.0,15.0,8.0
2008,MICHIGAN,MI,2008-09-28,39,16.0,33.0,29.0,13.0,9.0
2008,MICHIGAN,MI,2008-10-05,40,15.0,35.0,31.0,12.0,7.0
2008,MICHIGAN,MI,2008-10-12,41,12.0,38.0,34.0,11.0,5.0
2008,MICHIGAN,MI,2008-10-19,42,10.0,39.0,30.0,14.0,7.0
2008,MICHIGAN,MI,2008-10-26,43,16.0,42.0,29.0,10.0,3.0
2008,MICHIGAN,MI,2008-11-02,44,12.0,42.0,30.0,11.0,5.0
