year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2008,TENNESSEE,TN,2008-06-01,22,27.0,58.0,14.0,1.0,0.0
2008,TENNESSEE,TN,2008-06-08,23,27.0,58.0,14.0,1.0,0.0
2008,TENNESSEE,TN,2008-06-15,24,27.0,58.0,14.0,1.0,0.0
2008,TENNESSEE,TN,2008-06-22,25,28.0,58.0,13.0,1.0,0.0
2008,TENNESSEE,TN,2008-06-29,26,27.0,54.0,15.0,3.0,1.0
2008,TENNESSEE,TN,2008-07-06,27,19.0,50.0,24.0,6.0,1.0
2008,TENNESSEE,TN,2008-07-13,28,14.0,51.0,27.0,6.0,2.0
2008,TENNESSEE,TN,2008-07-20,29,16.0,47.0,28.0,7.0,2.0
2008,TENNESSEE,TN,2008-07-27,30,14.0,43.0,31.0,9.0,3.0
2008,TENNESSEE,TN,2008-08-03,31,13.0,42.0,32.0,10.0,3.0
2008,TENNESSEE,TN,2008-08-10,32,11.0,43.0,32.0,11.0,3.0
2008,TENNESSEE,TN,2008-08-17,33,9.0,41.0,32.0,14.0,4.0
2008,TENNESSEE,TN,2008-08-24,34,6.0,40.0,35.0,16.0,3.0
2008,TENNESSEE,TN,2008-08-31,35,6.0,41.0,35.0,15.0,3.0
2008,TENNESSEE,TN,2008-09-07,36,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-09-14,37,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-09-21,38,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-09-28,39,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-10-05,40,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-10-12,41,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-10-19,42,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-10-26,43,6.0,42.0,34.0,15.0,3.0
2008,TENNESSEE,TN,2008-11-02,44,6.0,42.0,34.0,15.0,3.0
