year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2008,MINNESOTA,MN,2008-06-01,22,15.0,58.0,23.0,3.0,1.0
2008,MINNESOTA,MN,2008-06-08,23,9.0,58.0,29.0,3.0,1.0
2008,MINNESOTA,MN,2008-06-15,24,6.0,57.0,31.0,5.0,1.0
2008,MINNESOTA,MN,2008-06-22,25,10.0,52.0,30.0,6.0,2.0
2008,MINNESOTA,MN,2008-06-29,26,13.0,58.0,23.0,4.0,2.0
2008,MINNESOTA,MN,2008-07-06,27,14.0,58.0,23.0,4.0,1.0
2008,MINNESOTA,MN,2008-07-13,28,13.0,58.0,23.0,4.0,2.0
2008,MINNESOTA,MN,2008-07-20,29,13.0,56.0,24.0,5.0,2.0
2008,MINNESOTA,MN,2008-07-27,30,14.0,59.0,21.0,4.0,2.0
2008,MINNESOTA,MN,2008-08-03,31,18.0,54.0,20.0,6.0,2.0
2008,MINNESOTA,MN,2008-08-10,32,16.0,52.0,22.0,7.0,3.0
2008,MINNESOTA,MN,2008-08-17,33,16.0,51.0,22.0,6.0,5.0
2008,MINNESOTA,MN,2008-08-24,34,10.0,52.0,24.0,8.0,6.0
2008,MINNESOTA,MN,2008-08-31,35,12.0,52.0,24.0,8.0,4.0
2008,MINNESOTA,MN,2008-09-07,36,10.0,53.0,22.0,9.0,6.0
2008,MINNESOTA,MN,2008-09-14,37,10.0,52.0,24.0,9.0,5.0
2008,MINNESOTA,MN,2008-09-21,38,9.0,55.0,23.0,8.0,5.0
2008,MINNESOTA,MN,2008-09-28,39,11.0,54.0,23.0,8.0,4.0
2008,MINNESOTA,MN,2008-10-05,40,12.0,54.0,24.0,7.0,3.0
2008,MINNESOTA,MN,2008-10-12,41,11.0,53.0,22.0,9.0,5.0
2008,MINNESOTA,MN,2008-10-19,42,12.0,58.0,19.0,7.0,4.0
2008,MINNESOTA,MN,2008-10-26,43,17.0,52.0,19.0,8.0,4.0
2008,MINNESOTA,MN,2008-11-02,44,13.0,55.0,20.0,7.0,5.0
