STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
NC,2011-01-11,5.393899782135077,90.16873768677108,-3.823267326732673,0.3098522167487684,-1.7601485148514853,31.0,0.0,0.0,12.0,0.0,10.0,1.0,0.0,7.0,3.0,1.0,9.0,5.0,3.0,2.0,0.0,0.0
NC,2011-01-12,0.7807606263982103,73.63129407833877,-4.990338164251208,1.08743961352657,-1.9514492753623187,14.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC,2011-01-13,0.3329831932773109,57.167789510954194,-7.480952380952381,1.604784688995215,-2.938755980861244,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC,2011-01-14,0.077038626609442,63.16154283404613,-9.857416267942584,3.286602870813397,-3.2854066985645933,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-15,0.0183406113537117,62.38985708877667,-7.949514563106796,6.373300970873787,-0.7881067961165048,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-16,0.0918141592920354,62.681988523865535,-4.468446601941747,10.1126213592233,2.81,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-17,1.1046908315565032,82.55023094526344,-2.6728571428571426,9.32857142857143,3.327857142857143,27.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,10.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0
NC,2011-01-18,7.724399999999999,92.82799562655502,-0.0287081339712918,7.238461538461539,3.60625,39.0,7.0,0.0,2.0,0.0,2.0,8.0,0.0,7.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-19,1.7022357723577235,85.22896142548754,1.28125,9.59903846153846,5.440144230769231,43.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-20,0.2661637931034483,75.93542539026926,-1.8240384615384613,10.957692307692309,4.566826923076923,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NC,2011-01-21,0.1505376344086021,56.60650087657896,-2.792270531400966,8.6752427184466,2.9240291262135925,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
NC,2011-01-22,0.162363238512035,46.38193216204942,-6.138571428571428,3.5842105263157897,-1.2758373205741629,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
NC,2011-01-23,0.2858744394618834,54.99324161777439,-8.674881516587678,3.725,-2.478605769230769,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-24,0.1298474945533769,65.66331465723283,-5.630476190476191,6.1350710900473935,0.2457142857142857,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
NC,2011-01-25,1.1375545851528384,77.86395625237,-2.81990291262136,7.026699029126213,2.103398058252427,30.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0
NC,2011-01-26,10.32625250501002,92.0775308202508,0.0058536585365853,8.386956521739132,4.20219512195122,37.0,7.0,10.0,2.0,0.0,0.0,1.0,1.0,8.0,3.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0
NC,2011-01-27,4.2972803347280335,73.15912948395714,-2.610526315789474,8.072248803827751,2.7308612440191387,14.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-28,0.0358407079646017,72.93592976605582,-3.566504854368932,9.737073170731708,3.083414634146341,19.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-29,0.0414414414414414,61.77784074600733,-4.021256038647343,12.530434782608696,4.254589371980677,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NC,2011-01-30,0.0020134228187919,60.45883505449581,-1.5328431372549018,16.89317073170732,7.67107843137255,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-01-31,0.0586666666666666,75.32428468109433,1.2282178217821782,14.439901477832514,7.814851485148514,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-01,0.8977366255144034,81.82743641267788,1.5304347826086957,9.31359223300971,5.421601941747572,33.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
NC,2011-02-02,12.137307692307692,77.10861702369411,3.1770334928229667,15.463157894736844,9.320095693779905,34.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-03,0.5368869936034115,49.67290866118744,-0.5875,13.223557692307692,6.318028846153847,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-04,5.219123505976095,78.7387764784148,-0.7347619047619048,5.322115384615385,2.300721153846154,29.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0
NC,2011-02-05,19.195228628230616,94.38526269405502,1.0043062200956938,7.992344497607656,4.498325358851675,36.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0
NC,2011-02-06,4.238412017167382,75.94609853158094,-1.126086956521739,11.503381642512077,5.174757281553398,24.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-07,0.8821946169772257,84.33213128935623,-1.633490566037736,11.115094339622642,4.740801886792452,24.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-08,2.9738955823293174,66.61150722067217,-1.5636363636363635,9.381730769230767,3.9012019230769233,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
NC,2011-02-09,0.1578288100208768,53.588924853423045,-5.3938388625592415,7.6123222748815165,1.1092417061611373,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
NC,2011-02-10,1.7564583333333337,66.72599704016787,-4.728436018957346,6.127014218009479,0.6992890995260664,24.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,5.0,1.0,9.0,1.0,0.0,0.0
NC,2011-02-11,0.351585623678647,65.97874631232779,-6.7018779342723,6.371698113207547,-0.1665094339622641,15.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
NC,2011-02-12,0.4327623126338329,53.09143351048851,-5.454326923076923,9.685096153846152,2.1153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-13,0.0294117647058823,51.71306743193239,-4.053588516746411,13.137980769230769,4.540384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-14,0.007399577167019,43.26374895878164,-0.3755868544600939,17.03661971830986,8.330516431924883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-15,0.060676532769556,41.60416835031448,-0.0710900473933649,17.290995260663507,8.609952606635071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-16,0.0076595744680851,56.873760556806864,-1.5127962085308055,15.297619047619047,6.891428571428572,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-17,0.0090128755364806,73.06771721646287,0.8365384615384616,18.054326923076925,9.445432692307692,15.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-18,0.0205183585313174,68.47628933135235,5.529126213592233,21.23058252427185,13.37985436893204,14.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-19,0.1774891774891775,36.77554533714624,6.241826923076923,21.00096153846154,13.62139423076923,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-20,0.0006578947368421,28.82429891460073,0.5516908212560386,17.38840579710145,8.973300970873787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-21,0.0217672413793103,50.3251762939702,4.016908212560386,18.87536231884058,11.446135265700482,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-22,0.3346072186836518,66.46974056939169,4.06555023923445,19.70238095238096,11.872727272727271,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-23,0.0098901098901098,67.45926942460487,-0.3134615384615384,12.954854368932038,6.319174757281553,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-24,0.8877551020408163,72.02574921987183,0.5635071090047393,14.022274881516587,7.292890995260663,16.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-25,6.935445544554455,72.86952758582598,4.154502369668246,17.90995260663507,11.03222748815166,21.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-26,1.0782978723404255,59.31635708202784,0.0995049504950495,17.88480392156863,8.974752475247525,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-27,0.0835920177383592,65.54325419574629,2.50935960591133,19.84313725490196,11.163546798029556,19.0,9.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2011-02-28,2.8125523012552303,68.68106680299131,8.889320388349514,23.95721153846154,16.410194174757283,26.0,4.0,33.0,0.0,4.0,0.0,3.0,5.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-01,19.42184115523466,59.81101380980412,3.1146919431279625,19.96777251184834,11.54123222748815,14.0,0.0,27.0,0.0,5.0,0.0,0.0,9.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-02,0.0032258064516129,56.75245518328782,-1.3819047619047615,15.92367149758454,7.278260869565217,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-03,0.0006302521008403,48.68705920946436,-0.2028436018957345,15.55047619047619,7.68,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-04,0.0,59.09972447711042,-0.6923076923076923,13.483495145631068,6.397572815533981,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-05,1.065957446808511,75.64376116904958,2.8233009708737864,15.41019417475728,9.109756097560975,21.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-06,24.82555780933063,89.28728101462279,5.039234449760766,16.540384615384617,10.77487922705314,27.0,0.0,8.0,1.0,0.0,0.0,7.0,2.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
NC,2011-03-07,15.555750487329435,63.61112590406763,-0.1797169811320754,13.748341232227489,6.783886255924171,3.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-08,0.0446502057613168,60.54919037726131,-0.7075117370892018,12.993396226415094,6.150471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-09,3.370377733598409,75.07838893532262,2.142990654205607,14.092924528301886,8.125471698113207,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-10,18.98018691588785,87.412101672301,5.321126760563381,14.770754716981132,10.05070754716981,34.0,5.0,2.0,0.0,1.0,0.0,4.0,0.0,10.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
NC,2011-03-11,6.382732447817837,65.66534367353147,1.1145539906103286,13.324056603773585,7.224528301886792,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
NC,2011-03-12,0.1358333333333333,55.53423517724099,-1.353623188405797,14.723414634146344,6.693170731707316,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-13,0.0485042735042735,49.90316325372872,3.753398058252428,21.35219512195122,12.567317073170733,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-14,0.0772073921971252,61.143615771040736,5.428909952606635,19.725238095238097,12.58595238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-15,1.6964143426294822,71.44619444986245,5.173205741626795,14.269082125603864,9.723429951690822,25.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-16,6.740183486238532,82.98001224804953,5.155238095238095,14.320574162679426,9.74354066985646,41.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-17,0.1271221532091097,64.57923276956242,2.395238095238095,18.11923076923077,10.274038461538462,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC,2011-03-18,0.0018672199170124,57.617071971694536,4.424285714285714,23.788516746411485,14.116985645933012,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-19,0.023340471092077,53.81965003588124,8.68780487804878,25.696601941747574,17.18439024390244,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-20,0.0608974358974358,54.68762008278139,7.3220095693779905,20.114903846153844,13.722596153846156,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-21,0.0210855949895615,63.45080057039767,8.755238095238095,19.8125,14.281971153846154,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-22,0.0930470347648261,58.14852286322633,10.70857142857143,25.496682464454977,18.10642857142857,5.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-23,0.7137214137214137,58.72008069347338,10.823333333333334,26.540952380952383,18.682142857142857,18.0,1.0,16.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-24,8.901441441441442,63.01660499513941,8.381220657276996,22.955399061032864,15.66830985915493,12.0,0.0,17.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-25,0.2186094069529652,61.825503827729335,3.3095238095238093,16.253398058252426,9.793446601941747,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-26,1.746790890269151,74.2134551324938,3.712980769230769,13.486956521739131,8.594202898550725,23.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-27,14.263846153846153,92.15852432873623,3.128985507246377,8.805797101449276,5.967391304347826,35.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-28,3.280350194552529,84.28763096432594,0.9934272300469484,7.386255924170616,4.185308056872038,30.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,8.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
NC,2011-03-29,1.828988326848249,68.79779923471582,-0.427536231884058,11.53816425120773,5.555314009661836,32.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NC,2011-03-30,8.774329501915709,84.1451585385275,2.6504761904761907,13.397619047619049,8.024047619047618,35.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-03-31,13.71958174904943,94.01555373192512,4.648058252427185,9.653921568627451,7.168137254901961,41.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-01,3.815584415584416,72.8791546332764,2.767942583732057,10.685167464114832,6.726555023923445,22.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-02,0.6728174603174603,53.98286085767702,1.933809523809524,14.659330143540672,8.289234449760766,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-03,0.1226530612244897,46.31607403265521,1.4970873786407766,19.14611650485437,10.321601941747574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-04,0.4619329388560158,51.74114448923543,6.88909952606635,24.249056603773585,15.5739336492891,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-05,14.779151943462898,65.73808649050973,7.427884615384615,23.43253588516746,15.41971153846154,24.0,0.0,52.0,1.0,7.0,0.0,12.0,24.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-06,2.3130859375,49.870848647310325,0.8995215311004785,17.308133971291866,9.103827751196173,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-07,0.0108433734939759,49.87184812375872,3.948803827751196,21.90428571428572,12.928468899521532,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-08,0.2816205533596838,64.39108841923587,7.819431279620853,25.37594339622641,16.5755980861244,13.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-09,4.119111969111969,82.72381746033099,9.91256038647343,23.088995215311005,16.47294685990338,28.0,3.0,43.0,1.0,4.0,0.0,5.0,1.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-10,10.349724770642204,86.48387127961256,10.65343137254902,21.320975609756097,15.968627450980392,40.0,7.0,23.0,0.0,7.0,0.0,4.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-11,0.238160469667319,77.6171587394601,12.652153110047848,25.914832535885168,19.27067307692308,33.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-12,3.5924074074074075,70.26335371613908,12.897607655502393,25.84285714285714,19.36028708133972,10.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-13,1.6256363636363638,62.28220859963875,7.272037914691944,21.19238095238095,14.227142857142857,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-14,0.0051428571428571,57.771636703301,5.238207547169812,21.95990566037736,13.599056603773583,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-15,0.8185328185328186,64.18906609707722,6.61578947368421,22.455924170616115,14.530382775119616,12.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-16,19.402429906542054,73.04158191959075,10.427884615384617,21.93588516746412,16.179807692307694,22.0,5.0,35.0,0.0,2.0,0.0,6.0,13.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-17,10.422080291970802,51.68591164322077,6.198076923076924,21.63684210526316,13.913461538461538,1.0,0.0,14.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-18,0.2388888888888889,53.08750318179918,6.69952380952381,22.994312796208533,14.844761904761905,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-19,0.0054924242424242,59.899211113993786,9.817703349282295,26.535714285714285,18.176315789473684,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-20,0.1559546313799621,64.1581924699199,14.258962264150943,28.12056074766356,21.180896226415097,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-21,1.251492537313433,68.84102481363101,13.680188679245282,26.32075471698113,20.00047169811321,11.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-22,3.1910071942446043,78.44799037744232,10.29326923076923,20.945893719806765,15.620289855072464,22.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-23,5.3919172932330826,84.05680901168178,11.42085308056872,21.218009478672982,16.308333333333334,29.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-24,0.0481854838709677,73.06585057263712,13.685922330097087,27.3639024390244,20.533902439024388,26.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2011-04-25,0.1701550387596899,72.57105697735341,15.158215962441314,28.747417840375583,21.95281690140845,24.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
