STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
TN,2007-02-08,0.2229299363057325,0.0072368421052631,48.26854406875136,-4.215286624203821,4.659493670886076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
TN,2007-02-09,-2.0943750000000003,0.0279220779220779,43.63438222467319,-6.30875,2.12,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
TN,2007-02-10,-3.0583870967741937,0.0072368421052631,38.482837432026734,-7.192258064516129,1.0897435897435896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-11,-1.9850318471337576,0.0084967320261437,43.88439333459067,-8.756687898089172,4.819620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-12,2.568238993710692,0.3150326797385621,54.6991230889359,-4.849056603773585,10.013125,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-13,7.271875,7.298039215686274,77.74892906819238,1.5,13.04375,12.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0
TN,2007-02-14,2.0849056603773586,9.325333333333331,74.16746798652926,-5.991194968553459,10.161006289308176,6.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0
TN,2007-02-15,-4.607547169811321,0.5368421052631579,62.00128466222031,-8.439622641509434,-0.7754716981132075,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
TN,2007-02-16,-5.5553459119496855,0.05359477124183,55.47782925888401,-10.771069182389937,-0.3396226415094339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TN,2007-02-17,-3.969032258064516,1.1385135135135136,62.197800745524326,-9.021794871794873,1.073548387096774,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0
TN,2007-02-18,-3.17724358974359,1.7787671232876712,67.21196877708213,-8.391666666666666,2.037179487179487,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TN,2007-02-19,-0.1880645161290322,0.2871621621621621,57.0486255262688,-7.158064516129032,6.781935483870968,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-20,6.5025477707006365,0.6933774834437086,58.94716702079146,-0.4089171974522293,13.414012738853502,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-21,12.634177215189874,4.443708609271523,74.50508978465962,7.469620253164558,17.798734177215188,12.0,1.0,10.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-22,11.038993710691823,0.4574193548387096,53.40643400797607,3.119375,18.92830188679245,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-23,7.171656050955415,0.0967320261437908,42.8970828599602,-1.2197452229299364,15.464556962025316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-24,7.148051948051948,2.6333333333333337,47.27073624805086,-0.1798701298701299,14.450641025641026,5.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-25,9.47077922077922,16.76849315068493,66.15860357621196,4.026623376623377,14.914935064935063,7.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-26,6.589308176100629,1.373202614379085,59.842901332064365,0.1459119496855346,12.961875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-27,6.542721518987341,0.009090909090909,54.24809764980544,-0.8556962025316455,13.941139240506327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-02-28,8.555732484076433,0.2865384615384616,47.89200638408943,-0.430379746835443,17.619108280254775,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-01,11.929166666666667,14.025165562913909,63.23359921616761,3.674358974358975,20.18397435897436,12.0,0.0,19.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-02,8.772945205479452,14.705594405594406,47.85503807999255,0.75,16.795890410958904,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-03,7.25794701986755,0.0034246575342465,38.4915329291099,0.2231788079470198,14.292715231788078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TN,2007-03-04,2.603548387096774,0.0243421052631578,51.32002801355452,-4.317948717948718,9.524516129032255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
TN,2007-03-05,2.806875,0.0,46.758423527821165,-4.585,10.19875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-06,6.810377358490565,0.0,48.60002763002896,-1.8861635220125783,15.50691823899371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-07,9.369254658385094,0.0,45.01366727186024,1.198136645962733,17.540372670807454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-08,10.714465408805031,0.0,52.01846356039014,0.9566037735849056,20.47232704402516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-09,11.8959375,0.0064935064935064,52.2349596115766,2.8625,20.929375,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-10,14.243181818181816,0.3794701986754967,59.74358566556298,6.74935064935065,21.73701298701299,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-11,13.392532467532469,0.4165562913907285,51.11039848999177,6.333766233766234,20.477564102564106,6.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-12,11.927450980392155,0.0106666666666666,41.04430563728727,2.9366013071895427,20.94090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-13,14.64076433121019,0.0782894736842105,57.68973853988606,5.022292993630574,24.267721518987344,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-14,17.549358974358974,0.3006578947368421,60.556189795814966,10.210897435897436,24.896202531645567,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-15,17.267197452229297,2.0203947368421056,72.22260571408518,11.219745222929935,23.286708860759497,12.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-16,10.906369426751592,9.382236842105264,74.30192379623688,4.123566878980892,17.689171974522292,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
TN,2007-03-17,4.778709677419355,0.9721854304635762,52.83741863632473,-1.52,11.042307692307691,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
TN,2007-03-18,3.646129032258064,0.0052980132450331,46.484523948709366,-2.164516129032258,9.478205128205127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-19,7.559868421052631,0.1952702702702702,52.47265515294172,0.4427631578947368,14.771428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-20,14.204113924050631,1.3966216216216216,66.75829046730443,8.070253164556961,20.328930817610065,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-21,15.774679487179489,0.8870748299319728,67.36927056505696,9.569230769230767,21.980128205128207,10.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-22,17.654545454545456,0.0321917808219178,54.978380152908784,10.88051948051948,24.428571428571427,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-23,17.966459627329193,0.0,56.50490184978205,10.579503105590062,25.353416149068323,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-24,18.80903225806452,0.0,57.11186605658137,10.831612903225809,26.786451612903225,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-25,19.50641025641025,0.0251655629139072,56.29827148423164,10.70448717948718,28.308333333333337,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-26,20.614375000000003,0.2388157894736842,56.732867272912266,12.363125,28.865625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-27,20.775159235668788,0.3609271523178808,61.70124490921479,13.59235668789809,27.957961783439487,5.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-28,20.5153125,4.811999999999999,76.6941921145617,14.536875,26.49375,9.0,1.0,8.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-29,19.4734375,6.822516556291391,75.56202693137566,13.888749999999998,25.058125,11.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
TN,2007-03-30,19.512111801242234,0.3357142857142857,67.55811184182039,13.045341614906834,25.97888198757764,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TN,2007-03-31,19.29769736842105,1.4629139072847683,69.3736170961928,13.471710526315787,25.126797385620915,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-01,19.10474683544304,5.785555555555556,71.36109957675437,14.160759493670886,24.048734177215188,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-02,19.25434782608696,1.2543478260869565,68.6138927025617,13.833540372670804,24.675155279503105,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-03,19.508544303797468,2.304761904761905,66.20009561051236,11.851898734177215,27.165189873417724,9.0,0.0,20.0,1.0,7.0,0.0,2.0,2.0,8.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
TN,2007-04-04,16.2,19.071573604060912,63.7394852306256,7.535185185185186,24.862732919254658,7.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-05,6.66196319018405,0.1156249999999999,53.74232923069001,0.0079754601226993,13.3159509202454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-06,4.277950310559007,0.0150259067357512,52.61503125390114,-1.1354037267080743,9.691304347826089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TN,2007-04-07,1.240993788819876,0.0786802030456852,46.18520398732774,-4.89192546583851,7.373913043478261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TN,2007-04-08,0.4267295597484276,0.0,46.12912305607984,-6.072955974842768,6.926415094339623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-09,3.3453987730061345,0.0,46.21578468805874,-3.807361963190184,10.498159509202454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-10,6.706441717791412,0.1222772277227722,47.84836059046947,-0.903680981595092,14.316564417177911,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-11,10.698466257668713,7.733962264150943,65.71607074065001,4.115337423312883,17.281595092024542,9.0,1.0,15.0,1.0,2.0,0.0,2.0,1.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
TN,2007-04-12,11.9760736196319,13.544186046511628,57.90443922898209,5.917791411042945,18.034355828220857,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2007-04-13,8.588679245283018,0.8344497607655502,59.853992035868046,1.9138364779874213,15.263522012578616,5.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
TN,2007-04-14,9.379113924050634,14.851851851851851,82.67626610452119,4.409493670886076,14.276100628930818,11.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-15,9.05031847133758,14.541013824884793,76.65769846173772,2.922292993630573,15.15632911392405,8.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,9.0,0.0,3.0,1.0,0.0,0.0
TN,2007-04-16,8.020426829268292,3.2409302325581395,50.82731242812966,1.7335365853658538,14.307317073170733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-17,11.80125,0.0413145539906103,45.91246240364612,3.018125,20.584375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-18,14.218037974683543,0.0553488372093023,52.76207961818841,6.1746835443037975,22.26139240506329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-19,13.100310559006212,0.2452054794520548,59.21080726557111,5.666459627329192,20.53416149068323,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
TN,2007-04-20,11.517177914110428,0.1558558558558558,58.83732764995849,3.885889570552147,19.148466257668712,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-21,13.913354037267082,0.0,53.21267734601841,5.098136645962732,22.72857142857143,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-22,16.513057324840766,0.0,50.64709937655447,7.246835443037975,25.77579617834395,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-23,18.71676829268293,0.0352941176470588,52.962973149443634,10.99329268292683,26.440243902439025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-24,20.43803680981595,0.5200873362445415,66.30925508585086,14.96280487804878,25.90306748466257,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-25,20.73981481481481,1.93568281938326,67.73635245317199,15.78827160493827,25.69135802469136,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-26,19.61993865030675,7.864978902953586,75.1675866704022,14.337423312883436,24.90245398773006,10.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-27,16.512974683544304,6.026666666666667,67.29010197747556,10.760759493670886,22.26518987341772,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-28,14.691666666666668,0.5362068965517242,63.49469199162878,8.609876543209877,20.773456790123458,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-29,16.621069182389938,0.2314410480349345,51.43316440190849,8.915094339622641,24.32704402515723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-04-30,18.81512345679013,0.0012820512820512,50.76266676128348,9.620987654320986,28.017791411042943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2007-05-01,20.92125,0.0,52.75130907516801,11.459375,30.383125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
