STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
IA,2007-01-01,-0.0122302158273381,5.371751412429378,79.14664122071778,-5.292086330935252,5.267625899280576,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IA,2007-01-02,-2.771014492753624,0.0,81.78577801280672,-7.55,2.01231884057971,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-03,0.0542857142857142,0.1709677419354838,75.04326277937592,-4.80709219858156,4.894285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-04,4.054577464788732,0.0363636363636363,77.7041439441783,-0.3971830985915492,8.506338028169015,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-05,4.397183098591549,0.1381720430107527,88.10283239951661,0.4253521126760563,8.369014084507043,37.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0
IA,2007-01-06,1.0302158273381294,0.1267379679144385,83.3382857440064,-3.073571428571429,5.148201438848921,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
IA,2007-01-07,0.5607142857142857,0.0074866310160427,80.95033558327759,-3.6971428571428575,4.8185714285714285,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IA,2007-01-08,-0.7042553191489361,0.0133689839572192,71.82856008827942,-5.093617021276596,3.685106382978724,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
IA,2007-01-09,-0.3303571428571428,0.0437837837837837,70.25305794828768,-5.332142857142857,4.693617021276595,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0
IA,2007-01-10,-2.9560283687943265,0.0,67.29986054713522,-8.159574468085106,2.2475177304964538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-11,1.5312056737588653,0.055614973262032,70.6925188823245,-4.630496453900709,7.69290780141844,15.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-12,-3.932857142857143,0.1891891891891892,77.76050708801333,-11.822857142857144,3.957142857142857,12.0,0.0,1.0,3.0,0.0,6.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
IA,2007-01-13,-10.7975,0.2447513812154696,76.11324183549358,-13.857857142857142,-7.7371428571428575,16.0,2.0,0.0,10.0,0.0,14.0,9.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,8.0,1.0,0.0,2.0
IA,2007-01-14,-9.260218978102191,1.946067415730337,87.838075985503,-11.790579710144929,-6.724817518248176,20.0,5.0,0.0,10.0,0.0,17.0,3.0,0.0,0.0,3.0,2.0,1.0,5.0,4.0,8.0,0.0,0.0,3.0
IA,2007-01-15,-9.960283687943264,6.282285714285715,83.98406135823862,-13.6822695035461,-6.238297872340426,16.0,0.0,0.0,7.0,0.0,5.0,8.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0
IA,2007-01-16,-17.124647887323942,0.2327868852459016,74.27545862189332,-23.31478873239437,-10.934507042253522,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-17,-16.020422535211267,0.3189189189189189,76.93788270830406,-21.989436619718308,-10.051408450704225,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IA,2007-01-18,-8.83,0.352972972972973,82.99680171744781,-14.150354609929078,-3.48,14.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0
IA,2007-01-19,-7.3936170212765955,0.3597826086956522,78.85934539129894,-12.797872340425531,-1.9893617021276595,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2007-01-20,-9.588571428571427,0.4511111111111111,79.74985835041915,-16.46,-2.717142857142857,22.0,5.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0
IA,2007-01-21,-7.599290780141844,6.754069767441861,86.19695051492415,-12.193617021276596,-3.004964539007092,19.0,5.0,0.0,2.0,0.0,5.0,12.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,8.0,0.0,0.0,5.0
IA,2007-01-22,-5.398226950354609,1.233149171270718,86.06176980522137,-8.070212765957448,-2.7262411347517728,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
IA,2007-01-23,-7.243617021276596,0.0616216216216216,83.60982391571656,-11.177304964539006,-3.3099290780141843,16.0,1.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0
IA,2007-01-24,-5.625886524822695,0.2405405405405405,87.00167472216202,-10.012765957446808,-1.230281690140845,30.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
